filename,start_sec,duration_sec,role,character,text,gap_after_sec
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-036-NA.mp3,199.222,4.584,NA,NA,すべては移り変わる。とどまるものはない。,0.430
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-037-NA.mp3,204.236,5.808,NA,NA,「元に戻る」という幻想を手放すことこそ、苦しみからの解放。,0.466
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-038-NA.mp3,210.510,6.624,NA,NA,ほぼ同時期、ギリシャの哲学者ヘラクレイトスも同じ真理を見つめていました。,0.494
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-039-DL.mp3,217.628,6.312,DL,ヘラクレイトス,「同じ川に二度入ることはできない。川も変わり、入る者も変わる」,0.724
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-040-NA.mp3,224.664,6.648,NA,NA,この思想は後世、「パンタ・レイ」——万物は流転する、と要約されました。,0.490
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-041-NA.mp3,231.802,3.480,NA,NA,瞑想によって至った東洋の聖者。,0.410
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-042-NA.mp3,235.692,4.464,NA,NA,理性的観察によって見抜いた西洋の哲人。,0.426
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-043-NA.mp3,240.582,5.304,NA,NA,アプローチは違えど、両者が指差していたのは同じ真理——,0.458
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-044-NA.mp3,246.344,4.896,NA,NA,"同じ場所に""戻る""ことはできない、それが世界の本質。",0.454
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-045-NA.mp3,251.694,5.592,NA,NA,1688年、スイスの医師ヨハネス・ホーファーは、,0.446
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-046-NA.mp3,257.732,5.952,NA,NA,異国の戦場から戻った傭兵たちの奇妙な症状を観察しました。,0.462
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-047-NA.mp3,264.146,7.176,NA,NA,食欲不振、不眠、幻聴——彼らが聞くのは、故郷の教会の鐘の音。,0.470
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-048-NA.mp3,271.792,6.336,NA,NA,ホーファーはギリシャ語の「nostos（帰郷）」と「algos（痛み）」を組み合わせ、,0.522
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-049-NA.mp3,278.650,4.224,NA,NA,その病を「ノスタルジア」と名付けました。,0.430
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-050-NA.mp3,283.304,3.768,NA,NA,当時の処方箋は「故郷への帰還」。,0.414
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-051-NA.mp3,287.486,5.472,NA,NA,しかし実際に戻っても、症状が改善しない者も多かった。,0.454
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-052-NA.mp3,293.412,4.536,NA,NA,彼らが焦がれていたのは、現実の故郷ではなく、,0.438
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-053-NA.mp3,298.386,4.032,NA,NA,記憶の中で美化された理想郷だったのです。,0.430
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-054-NA.mp3,302.848,8.808,NA,NA,20世紀、マルセル・プルーストは『失われた時を求めて』でこの感覚を文学に昇華させました。,0.526
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-055-NA.mp3,312.182,5.496,NA,NA,紅茶に浸したマドレーヌの香りが呼び起こす、幼少期の記憶。,0.462
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-056-NA.mp3,318.140,6.384,NA,NA,だがそれは過去そのものではなく、現在の意識が再構築した過去でした。,0.482
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-057-NA.mp3,325.006,5.280,NA,NA,記憶は、今この瞬間に生成される物語なのです。,0.438
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-058-NA.mp3,330.724,5.304,NA,NA,21世紀の脳科学がこの謎を解き明かし始めています。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-059-NA.mp3,336.478,5.256,NA,NA,fMRI研究によると、懐かしい風景を見たとき、,0.442
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-060-NA.mp3,342.176,7.488,NA,NA,記憶を司る海馬と、自己認識に関わる前頭前皮質が同時に活性化します。,0.482
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-061-NA.mp3,350.146,5.976,NA,NA,ノスタルジアとは、過去と現在の自己が混ざり合う脳の現象なのです。,0.478
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-062-NA.mp3,356.600,6.000,NA,NA,さらに最新の働き方研究は衝撃的な事実を示しました。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-063-NA.mp3,363.050,5.712,NA,NA,リモートワーク移行後、部門を超えた「弱い繋がり」が激減。,0.462
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-064-NA.mp3,369.224,6.528,NA,NA,偶発的な雑談から生まれるイノベーションの芽が、静かに失われていたのです。,0.494
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-065-NA.mp3,376.246,7.440,NA,NA,私たちは自由と引き換えに、帰属意識という見えない財産を手放しているのかもしれません。,0.518
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-066-NA.mp3,384.204,3.960,NA,NA,では、私たちはどこへ帰ればいいのか？,0.722
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-067-NA.mp3,388.886,5.304,NA,NA,星々の物語は、新しいコンパスを与えてくれます。,0.442
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-068-NA.mp3,394.632,2.952,NA,NA,オデュッセウスは教えてくれます——,0.418
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-069-NA.mp3,398.002,3.720,NA,NA,「帰還」ではなく「再会」という視点を。,0.426
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-070-NA.mp3,402.148,5.616,NA,NA,変わってしまった自分と場所が、新しく出会い直すことの大切さを。,0.474
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-071-NA.mp3,408.238,3.696,NA,NA,釈迦とヘラクレイトスは示してくれます——,0.430
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-072-NA.mp3,412.364,5.760,NA,NA,変化を嘆くのではなく、変化こそが人生の本質だということを。,0.466
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-073-NA.mp3,418.590,3.936,NA,NA,完全な帰属は、もうないのかもしれない。,0.426
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-074-NA.mp3,422.952,2.736,NA,NA,でも、それでいいのです。,0.398
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-075-NA.mp3,426.086,4.800,NA,NA,オフィスも、実家も、カフェも、すべてが「仮の宿」。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-076-NA.mp3,431.336,4.056,NA,NA,私たちは複数の場所を渡り歩きながら、,0.422
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-077-NA.mp3,435.814,4.824,NA,NA,その都度、新しい繋がりと物語を紡いでいく。,0.434
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-078-NA.mp3,441.072,7.512,NA,NA,それは不安定さではなく、21世紀を生きる私たちの、しなやかな強さなのです。,0.498
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-079-NA.mp3,449.082,4.368,NA,NA,夜空の星は、3000年前からそこにあります。,0.438
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-080-NA.mp3,453.888,6.888,NA,NA,オデュッセウスが航海の目印にした星々を、今夜、私たちも見上げている。,0.486
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-081-NA.mp3,461.262,5.256,NA,NA,しかし、見る場所によって、星座の形は違って見える。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-082-NA.mp3,466.968,4.656,NA,NA,東京から見るオリオンと、地中海から見るオリオンは、,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-083-NA.mp3,472.074,4.296,NA,NA,同じ星なのに、違う輝きを放っている。,0.422
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-084-NA.mp3,476.792,2.832,NA,NA,私たちの漂流もまた、,0.390
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-085-NA.mp3,480.014,5.136,NA,NA,自分だけの新しい「居場所」という星座を見つけるための、,0.458
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-086-NA.mp3,485.608,3.024,NA,NA,必然の旅なのかもしれません。,0.406
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-087-NA.mp3,489.038,5.424,NA,NA,知識の星座は、見る人によって違う物語を紡ぎます。,0.446
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp2/サウンド類/NarrationShort/OrionEp2Short-088-NA.mp3,494.908,3.912,NA,NA,あなたは今夜、どんな星を結びますか？,0.722
