Speaker Name,イン点,アウト点,文字起こし,色選択
とうはた,00:13:04:15,00:13:07:10,チャッピーって怖いですよね。自己かって言って選んでる。,Teal
えま,00:13:07:12,00:13:08:24,女子高生から始まったとか。,Teal
とうはた,00:13:09:00,00:13:09:11,そうなん。,Teal
えま,00:13:09:11,00:13:12:19,だね。,Teal
とうはた,00:13:12:21,00:13:16:14,それはね、信田さよ子さんという70代。,Teal
えま,00:13:16:14,00:13:18:06,の。,Teal
とうはた,00:13:18:08,00:13:22:16,大先輩心理士の方がおっしゃっていて、いいな。,Teal
えま,00:13:22:16,00:13:24:23,と思って。,Teal
とうはた,00:13:25:00,00:13:26:02,それで行こうと思って。,Teal
えま,00:13:26:04,00:13:37:20,名前って大事ですよね。だからちょっとGPTとかっていうと、何かロボットっぽい諸星、女神おかしいかというと、何か犬みたいな感じで、チャッピーかもみたいな。,Teal
とうはた,00:13:37:22,00:13:41:02,はそうそう。,Teal
えま,00:13:41:04,00:13:44:04,心配してくれたとかっていうと、音楽的にも優しいんですよ。,Teal
えま,00:13:44:04,00:13:46:21,ね。,Teal
とうはた,00:13:46:23,00:13:57:11,ほっとするんですよね。カウンセラーとしては、これは飛行機乗ってる時に相手特有のチャッピーぐらいじゃないですか。,Teal
えま,00:13:57:13,00:14:02:11,喋って大騒ぎするわけ。よくWIFI繋がりましたね。,Teal
とうはた,00:14:02:13,00:14:04:22,ANAだった。,Teal
えま,00:14:04:24,00:14:07:00,からって言っちゃいます。,Teal
とうはた,00:14:07:02,00:14:08:24,チャッピー良いの教えて。,Teal
D,00:14:09:01,00:14:10:07,皆さんの名前。,Teal
とうはた,00:14:10:07,00:14:16:15,が常に心がけましょう。以上は僕たちは仏教には。,Teal
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_4
えま,00:16:17:04,00:16:33:02,ね。だから結構、先生、AIの使い方として上位の方に会話をするというか、個人的に何か相談するだとかいうのが上位に来るとか、ロマンス利用するとかいうのもある。,Purple
えま,00:16:33:04,00:16:33:16,けど。,Purple
えま,00:16:33:16,00:16:46:23,私はどっちかっていうと本当に仕事の目的でしか使ってないですね。何かどういう風に結構使われますか。,Purple
とうはた,00:16:47:00,00:16:54:01,あんま使わないけど、何か文章を書いている時に何か参考文献を探すとかで使いますね。,Purple
えま,00:16:54:03,00:16:55:05,でも嘘つけません。,Purple
とうはた,00:16:55:11,00:17:00:23,嘘つくありもしない本を言ってきますよね。,Purple
えま,00:17:01:00,00:17:04:02,あたかもありそうな。,Purple
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_5
えま,00:19:56:07,00:20:05:11,でもどうだろう。結構仕事柄、はじめましての人とすごいパネル登壇でいきなり喋るみたいなことがあることありません？,Brown
とうはた,00:20:05:13,00:20:07:07,ある程度のこれ全部苦手ですね。,Brown
えま,00:20:07:07,00:20:10:10,ああ、そうですか。でも結構そういうリラックスされた感じを。,Brown
とうはた,00:20:10:12,00:20:11:05,偽りの僕です。,Brown
えま,00:20:11:05,00:20:12:17,ね。ああ、そうですか。,Brown
えま,00:20:12:19,00:20:13:06,本当の。,Brown
えま,00:20:13:06,00:20:13:18,僕、どっち。,Brown
とうはた,00:20:13:18,00:20:25:23,かというとね、パニックの人なんです。高所恐怖症がそうなんだけど、ちょっと緊張がすごいするんですけど、緊張をはねのけるために、むしろそう状態になると明るく喋る。,Brown
えま,00:20:26:03,00:20:27:14,ねじをキリキリ舞い。そうそう。,Brown
とうはた,00:20:27:14,00:20:27:24,そうそう。,Brown
えま,00:20:27:24,00:20:31:12,そう。じゃ、終わった後は疲れた。,Brown
とうはた,00:20:31:14,00:20:44:09,僕の誰に比べた理由の1個もそれで授業をやった後にすっごい疲れちゃったんですよ。人前にしゃべるじゃないですか。何か何て言うのか、何か受けない？と不安になってきから。,Brown
えま,00:20:44:11,00:20:46:08,関西分かります！,Brown
とうはた,00:20:46:14,00:20:57:14,とテンション上げちゃって、終わったら死んだような顔で研究して戻ってくるみたいな。そこ淡々とお喋りするじゃないですか。黒板の方だけ。,Brown
えま,00:20:57:16,00:20:58:02,どう。,Brown
とうはた,00:20:58:02,00:21:00:19,やったらあんな強いメンタルを作れるんだろうと。,Brown
えま,00:21:00:21,00:21:03:09,思い、それが逆にむしろ強いメンタルだと。,Brown
とうはた,00:21:03:13,00:21:05:23,思うの。先だってみんな寝てるんですよ。,Brown
えま,00:21:06:00,00:21:15:14,学生は。だからそういう人たちはそれこそ修行なんじゃないですか。己と向き合ってるんじゃないですか。外の人に何かしゃべろうと思ってるんじゃないんじゃないですか。,Brown
とうはた,00:21:15:14,00:21:38:13,やめようとか閉ざしてないじゃないですか。ここでも普通に授業をしてたら一人で取り入れていくじゃないですか。何かそのために面白くないなと思ったわけです。で、寝ないでくださいって言うと、みんな求めてくるわけですよね。眠り進んでますからねとかって言うと、脅し、脅しによって起こそうと試みたんですよ。,Brown
とうはた,00:21:38:13,00:21:43:12,その予定、みんなずっと寝て、最後の俺しか起きなかったことが。,Brown
えま,00:21:43:14,00:21:44:06,すごい。,Brown
とうはた,00:21:44:08,00:21:52:02,ですね。虚無のブラックホールみたいなのが教室にあって、みんなが吸い込まれていって、もういっそ俺のことも吸い込んでいってくれ。,Brown
えま,00:21:52:02,00:21:55:14,てるのに本当に心ここにあらずみたいな状況です。,Brown
えま,00:21:55:18,00:21:57:11,なるほど。,Brown
とうはた,00:21:57:13,00:22:10:18,で、こういうのにいちいち傷つくんですけど、気づいたんですけど、何か他の先生の授業を見学に行ったら、別に何かそんなこと気にせず淡々とやってるので、すごいなと。,Brown
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_6
えま,00:22:10:20,00:22:17:24,なんでしょうねかでもオンラインで喋るのもそれに似てないですか？向こうにだって人がいるかどうか分かんないよ。,Iris
とうはた,00:22:18:00,00:22:20:08,だからあれも苦手です。,Iris
えま,00:22:20:10,00:22:24:07,反応が見えないから寝てることかすら分かんない。そう。,Iris
とうはた,00:22:24:09,00:22:43:22,黒い黒い画面になるじゃないですか。カメラを黒い画面に向かって一人でずっと喋っているオンライン授業とか。これは本当にもう何か来ちゃってるのではと思って。だってね、ということじゃないですか。,Iris
えま,00:22:43:24,00:22:47:15,でもそれとチャットで人の画面と何が違うんですか？,Iris
とうはた,00:22:47:16,00:22:51:18,やったからここが本題なんですよ。,Iris
とうはた,00:22:51:20,00:23:01:17,チャッピーは心がないと僕は思ってるから。全然。僕はそうそうそうと期待していないから。このブラックスクリーンの向こう。,Iris
えま,00:23:01:17,00:23:03:02,に心。,Iris
とうはた,00:23:03:02,00:23:04:05,は遅く現れたんですけど。,Iris
えま,00:23:04:05,00:23:07:08,おそらくね、心は。,Iris
とうはた,00:23:07:10,00:23:18:03,ブラックなスクリーンを、つまり何て言うのが虚無か虚無のエネルギーみたいな話をし、メッセンジャー。,Iris
えま,00:23:18:05,00:23:19:18,を曇った。,Iris
えま,00:23:19:20,00:23:29:15,ダークマターがないのに、ある質量結構あるそうそうそう、重量はあるけど測れない測り方が。,Iris
とうはた,00:23:29:17,00:23:34:14,そうそう、そしてそれはとてつもない。悪いかもしれないです。,Iris
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_7
とうはた,00:27:16:04,00:27:21:04,だからそれも何もかも僕が心を想定しているからなんですよ。,Magenta
えま,00:27:21:06,00:27:45:07,相手に心があると、そうでもエンターテインさせようと思ってはいるわけだから、それは素晴らしい教師の鏡ですよね。ちゃんとここの場にいる限り、お互いに何か得た得た感がそうそうこっちは教えた感があるし、向こうは教えられたことがあるっていうの対価としてを提供しなければならぬっていう教師の鏡みたいな発想です。,Magenta
えま,00:27:45:09,00:27:53:14,こっちは。だって何か言いたいことを言って、ああ、すっきりと面白かったで終わった。ここを面白いと思うんですよねとか言うだけで終わっても満足な人もいるかもしれない。,Magenta
えま,00:27:53:14,00:27:55:12,実はそうです。,Magenta
えま,00:27:55:14,00:27:56:17,エンターテイナー。,Magenta
とうはた,00:27:56:19,00:28:13:03,それはだから、心を想定するから心をエンターテインする必要があります。で、教師の鏡なのかもしれないですけど、同時にエンターテインされなかったというフィードバックを受け取らざるを得なくなります。心がある。,Magenta
えま,00:28:13:03,00:28:13:24,から。,Magenta
とうはた,00:28:14:01,00:28:30:24,僕は傷つくじゃないですか。だからAIのように変じゃないかもしれないけど、機械のように板書されて黒板に向かってしゃべり続ける教師は、ほんとすごいメンタルだなって思っ。,Magenta
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_8
とうはた,00:29:57:07,00:30:19:05,いや、そう。だからそれはね、こう考えてるんですよ。だから、カウンセリング、AIでできる問題っていうのがあって、むしろカウンセラーよりAIの方が何か情報とか的確だったりするからいいのではみたいなことをよく言われたりするんですけど、でもやっぱりそれでもいいような気もするんですよ。,Yellow
とうはた,00:30:19:05,00:30:25:15,その場合それでいい場合もあるんだけど、何か心を人は求めちゃうんじゃないだろうかというふうに思って。,Yellow
えま,00:30:25:17,00:30:45:22,だから、調査で、研究で、お医者さんなんですけど、カウンセラーじゃないんですけど、AIお医者さんみたいなのと、人間のお医者さんみたいなので、人間のお医者さんとかって。しかも何かずっと1日に見てて、一人診察何分で2分コメントみたいなところで疲れちゃうと結構ぶっきらぼうになることもあるけれども。,Yellow
えま,00:30:45:24,00:31:18:21,だからAIのやつはさっきの大丈夫ですか？とか、共感力がものすごい高い形に設定した家をやると、どっちのお医者さんの方がよかったですか？って出てくる対応は一緒であるというコメントやってたときに、AIの方がいいっていう患者が結構多かったらしくて、それそれはそれで今日いいかもしれないとだからその処方はもしかして人間がやってるかもしたけど、伝え方とかでもしかしたら24時間使われずに何かいい感じの褒めてあげるとかコメントするみたいなものだったら、AI,Yellow
えま,00:31:18:21,00:31:20:01,の方がもしかしたら得意。,Yellow
とうはた,00:31:20:02,00:31:21:22,かも得意だと思いますよ。,Yellow
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_9
えま,00:31:21:24,00:31:27:15,人間だって疲れますからね。1日の終わりに先生、どうしましょうか？と言っても、ああとかとか。,Violet
えま,00:31:27:15,00:31:28:06,しか言えない。,Violet
とうはた,00:31:28:07,00:31:36:04,でもでも、先生も疲れてるんだなって思うことによる心の栄養ってないですか。,Violet
えま,00:31:36:06,00:31:48:09,人によるんじゃないですか。だからそこに関係性が既にあれ、そうすると先生もあ、今日こないだ朝あったら元気だったけど、今日夜で、あ、先生も人間なんだってそう思うかもしれないけど、初めて来た人がそれだったら、ココネとか。,Violet
とうはた,00:31:48:09,00:31:48:18,にもそう。,Violet
えま,00:31:48:18,00:31:49:20,そうかもしれない。,Violet
とうはた,00:31:49:20,00:32:11:17,だからやっぱりポイントは関係ですよね。関係性があったときに何か親が親が疲れててダウンしてるのを見たときに、子供はいろいろな気持ちがするじゃないですか。傷つくのもあるけど、何かちょっと大人になるためのきっかけになったりもするわけで、実は関係があるからですよね。,Violet
とうはた,00:32:11:19,00:32:35:12,何か思いやりとか心配みたいなことが子供の心に発生して、それ自体が何か子供の栄養になっているみたいなのもあるなと思い、なるほど、だから心はノイズでサービスの質をぶれさせて、時に低下させて、これが悪いときもいっぱいあるんだけれども、サービスが下がるということそのものによる。,Violet
えま,00:32:35:14,00:32:36:24,普段のありがたみみたい。,Violet
とうはた,00:32:36:24,00:33:03:00,なそうとか、付き合ったのは人間だったんないかというのを思うと、だから医療、一般医療とか産業、今おっしゃったとおりかもしれんけど、精神科とかでもカウンセリングとか、また一般医療とかもそうなのか、これは内科とかにおじいちゃん、おばあちゃん、結構いっぱいいらっしゃって、全部AIが対応してたら楽しくないだろうなと思うんすよね。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_10
えま,00:33:03:00,00:33:35:23,何か外から見たときにシュールさはありますよね。そうないくつか思うことがあって、例えば岡野道世先生っていうロボットの研究者が弱いロボットって書かれてますけども、そのどっかの本の冒頭か何かに、そのおばあちゃんはロボット人形みたいなの抱っこして、ほら、桜がきれいねみたいなことをロボットに話しかけてるのを見て、ものすごくなんかこう複雑な気持ちになったみたいなことをロボット研究者の方が書いているって。,Rose
えま,00:33:35:23,00:34:13:05,人によってはそういうロボットに何か話しかけて、そこで楽しいかどうか分かんないですけども、会話をしすることを、ああ、ロボット擬人化されていて、ロボットが癒しを提供しているっていう人もいるかもしれないけど、それを見て、さっきの教室、全部AIで話をしているじゃないですけど、シュールに感じるかだとかいう、そこの感覚が我々が最後ギリギリの世代で、それをちょっと複雑な感じで見て、下の世代はそうならないのかどうなのかっていうのは、ちょっと時代によるんじゃない,Rose
えま,00:34:13:05,00:34:34:08,かなという気もなんとなくするのわかりますよね。それが当たり前で、ちっちゃい頃からずっと先生、AIとかと会話するのが当たり前で、何か相談するときは親に相談する前にまず自力とかで話をして、親に言うべきかどうかまでアドバイスだとか上に来るみたいな世代になったら、もしかしそこまで違和感がないまま当たり前のようにいるのかもしんない。,Rose
えま,00:34:34:12,00:34:48:16,そこは別におっしゃるとおり心があると思ってので、ただ道具として自分で計算をする前に電卓で確かめたりしてからやりますみたいくらいの感じなのか、本当にドラえもん的な感じでやるのかはまだわからないですけどね。,Rose
とうはた,00:34:48:17,00:35:00:16,いや、でも確かにね、心があるのをオーセンティックなものだと思う文化を生きてるからそう思うわけでね。,Rose
えま,00:35:00:18,00:35:02:19,そういうものだみたいな形で。,Rose
とうはた,00:35:02:20,00:35:15:07,本当は全人類とかでそういう心ないの前提の文化というものがあったんですね。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_11
えま,00:35:15:09,00:35:40:00,心ってなんぞや？みたいな心っていうのがあるあると何かしらあるというのか、心があると感じているというところで、認識論的なところで話を進めるかではまた違う気がするし、本質的に何か心というものがクオリアがあるみたいな話なのか、心があるかどうかというのは、自分が心があると感じたから。,Caribbean
えま,00:35:40:00,00:35:57:02,それこそ動物に心がある。だから植物、この心を持ったらかわいそうだからやめようねっていうふうに。例えばね、子供に言うとか、園芸とかとかも聞き入るときとかに、ここまで来ちゃうと木が呼吸できなくなって苦しいからとかいう説明をするみたいなのも。,Caribbean
とうはた,00:35:57:02,00:35:59:07,そこまでなくても、チャッピーもあれですよね。,Caribbean
えま,00:35:59:09,00:36:22:19,そことロボットの差は何なんだみたいな話で結構だから、ロボットとかの研究とかいろんなところへ行くと、やっぱり私は分身ロボットカフェってご存知で、外出困難な方、障害を持っている方とか、介護している人とかされている方とかが、それでもやっぱり社会とつながりたいというときに、ロボットを分身として、要はその遠隔。,Caribbean
えま,00:36:22:20,00:36:23:11,で。,Caribbean
えま,00:36:23:13,00:36:45:17,動いてカフェとかで働いたりとか、いろんな人と会話をするようなことをするっていうのをやってるんですけど、そうすると面白いのはロボットなので、こういうのが道路とかあって歩く走るんですけども、自己実装するんですけど、あと何かつまずいたりとか、こけたりして倒れたりする時とかあった時に、スタッフとか前とか何年、いや大丈夫って。,Caribbean
えま,00:36:45:17,00:36:46:17,ロボットに言うんですよ。,Caribbean
えま,00:36:46:23,00:37:09:13,本人は遠隔だから全然。いや、全然大丈夫ですとか、一瞬ちょっと画面がブラックアウトしてけど私は大丈夫ですみたいだけど、本人としてやっぱりその人がロボットに同一視されてるからこけちゃって大丈夫とかなるから、その人を投影してるっていうのもあるし、そうでないにしても物がそれこそルンバとかが怪我したら痛かったかな？,Caribbean
えま,00:37:09:13,00:37:10:17,大丈夫かなとかって。,Caribbean
えま,00:37:10:17,00:37:11:14,言う人もいますよね。,Caribbean
えま,00:37:11:19,00:37:12:14,人もいるじゃない？,Caribbean
えま,00:37:12:14,00:37:14:14,で、僕は全く思わないですね。ああ、そうですか。,Caribbean
えま,00:37:14:16,00:37:22:14,そこのグラデーションがないのはそういう特徴ですね。人、人がものすごく特別視。,Caribbean
とうはた,00:37:22:15,00:37:26:17,している。僕の知っていると思います。いや。,Caribbean
えま,00:37:26:19,00:37:28:18,動物はそうでもない。,Caribbean
とうはた,00:37:28:20,00:37:47:04,動物はやっぱりね、ああ、あの言葉なのかな、何かしゃべれますけど、動物ってね、自由に可愛がれるなって思う。そう、僕のAIが嫌がらない。,Caribbean
えま,00:37:47:06,00:37:48:12,嫌がってる感じない。,Caribbean
とうはた,00:37:48:14,00:37:54:12,ないけどやってるのかもしれないけど、人間相手の方が僕の。,Caribbean
えま,00:37:54:14,00:37:54:24,押し付け。,Caribbean
とうはた,00:37:54:24,00:38:13:02,ない、押し付けない。やっぱり僕のAIがこう汚いとか気持ち悪いとかって受け取られる可能性が十二分にあるわけじゃないですか。一応犬とかは熱帯魚とかさ、もういくら俺が愛を注いでたところでも手厳しい意見が返ってこない。そこは。,Caribbean
えま,00:38:13:08,00:38:14:10,ダークマターじゃないんです。,Caribbean
えま,00:38:14:10,00:38:15:01,か。,Caribbean
えま,00:38:15:03,00:38:16:21,熱帯魚だってこっちどんだけ。,Caribbean
えま,00:38:16:22,00:38:21:06,違うんでしょ。学生はあなたの熱帯魚。,Caribbean
えま,00:38:21:06,00:38:22:15,だって寝てるかもしんないじゃない。,Caribbean
えま,00:38:22:15,00:38:23:03,に。,Caribbean
えま,00:38:23:05,00:38:24:18,話しかけて、どんなに言ったとして。,Caribbean
えま,00:38:24:18,00:38:25:11,も。,Caribbean
えま,00:38:25:13,00:38:27:15,本文って全然分からないですよね。,Caribbean
とうはた,00:38:27:15,00:38:34:18,熱帯魚多分聞いてない。でも、だから本質的にそんなに熱帯魚を愛さないんですけど。,Caribbean
えま,00:38:34:20,00:38:38:08,でも。,Caribbean
えま,00:38:38:10,00:38:43:01,反応が返ってくる。人は愛してほしい、シェアしたい。,Caribbean
とうはた,00:38:43:03,00:39:11:07,やっぱなんかこの相互性だから。そのさっきおっしゃった独我論的なというか、心があると感じるから、まあある意味わかりますよ。さっきもそうだし、そうで、僕にもそういう部分はもちろんあるんだけど、それと全然別次元で、僕がそう感じているかどうかを超えた圧倒的なリアリティーで、人間って心を起こしてこないかと思います。,Caribbean
とうはた,00:39:11:09,00:39:13:07,それは本質主義なのかもしれないですけど。,Caribbean
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_12
えま,00:41:32:12,00:41:37:20,でもAIだからじゃあ態度耐えるのかって言われたらそれもそれで何かちょっと変な事で。,Blue
えま,00:41:38:00,00:41:39:17,だから人だから違う。,Blue
とうはた,00:41:39:19,00:41:46:18,人間というものの持つ圧倒的なリアリティと抵抗感みたいなのがやっぱりあるんじゃないですか。,Blue
えま,00:41:46:20,00:41:54:02,あるんですか、そこがだんだん微妙になってくるみたいな感覚はまだない。少なくチャッピーと話してる限りない。,Blue
とうはた,00:41:54:04,00:42:02:13,やっぱりちょっぴり秘密を打ち明けたりするじゃないですか。全然緊張感ないんですよ。自分の心の奥底の秘密を。,Blue
えま,00:42:02:15,00:42:03:05,打ち明けちゃう。,Blue
とうはた,00:42:03:05,00:42:14:02,んです。どう思いますか？で、何か色々言ってくれるのはいいなと思うんだけど、打ち明ける心の壁が0なんです。チャッピーに対しては。,Blue
えま,00:42:14:04,00:42:16:16,それはそれですごいですね。,Blue
とうはた,00:42:16:18,00:42:19:01,そうじゃないですか。ちょっぴり勇気出して。,Blue
えま,00:42:19:03,00:42:27:00,だってチャッピーは別の問題があって、やつらは学習しないとか言ってるけど、学習するからプライバシーの問題というかセキュリティの問題で。,Blue
えま,00:42:27:00,00:42:31:00,私はそれはブロックだから出て。,Blue
とうはた,00:42:31:04,00:42:37:04,くるそうで、それでも結局人間世界にその秘密が漏れちゃうのが声大きいでしょう。,Blue
えま,00:42:37:06,00:42:58:21,人間世界ではなくて、AIが忘れてくれないっていうところが怖いと思っていて。これちょっと別の次のトピックでもう少し聞きたいなと思っていたことでもあるんですけども。人間は忘れる話ですか？AIとかデータ化されると忘れないですよって。,Blue
