Speaker Name,イン点,アウト点,文字起こし,色選択
庭本,00:04:24:18,00:04:53:00,仕組みが日本企業のこれまで従来の日本企業ではそこは目をつむっていたというか、メンバーシップでうまくやっていこうよっていう、その組織の目的というよりかは、会社の中に個人が入って、そこでうまいことをその会社の中での人間関係をつくって、そこが一つの自分の人生ですよね、自分の人生ですよねっていうことで折り合いをつけていった。,Rose
庭本,00:04:53:02,00:05:13:14,もうそれが自然だったんだろうと思うんです。で、多様化が叫ばれる時代になって、いろんな価値観があふれてくるようになって、どうなったかっていうと、到底それじゃやっぱりこう、それこそ納得できないし、ジレンマに苦しんでいくっていうことです。,Rose
庭本,00:05:13:15,00:05:16:06,なので。,Rose
庭本,00:05:16:08,00:05:38:11,パーパスっていう言葉がすごい最近聞かれるようになったじゃないですか。なんであんなことやってるのかっていうと、ちょっとでもその組織の目的、それを一つ高いところにせり上げて、共感を得やすいパーパスっていうものをつくるわけですよね。それと何か個人のパスっていうのがある。,Rose
庭本,00:05:38:13,00:06:17:11,それって何かこう、組織の表面的な、その目的じゃなくて、何かパンパスっていうところだったらつながれるんじゃないか。価値観みたいなところですね。なので大事だよね。その落とし込みを図りましょう。で、パスっていうのも組織から与えられたものだったら意味がないから、社員の人達に言葉とかを考えてもらって、自分たちがその言葉を出し合ってパスっていうのを作りましたっていう定義にしてですね、自分たちこそがパーパスを作っているんだっていうような意識をさせていくっていうの,Rose
庭本,00:06:17:11,00:06:40:06,を最近のパスのマネジメントでよく聞くのですけど、そういう工夫っていうのをやはり最近になって見られだしたのはそんなところがあるのかなと思います。で、個人は個人でパーパスを落とし込んで自分ゴト化していくっていうか、そういう取り組みをされている従業員の方もたくさんいらっしゃるかなと思います。,Rose
庭本,00:06:40:06,00:06:59:03,そういうことで、その組織の中でのウェルビーイングを高めていくというか。あとはもう1個のパターンは、なんというか、もう自分自身の中で折り合いをつけてしまうってパターンが別にあると思うんですね。どういうことかというと、組織の目的はもう別にある。,Rose
庭本,00:06:59:03,00:07:29:19,外で言われたことはやります、なんだけど、自分は自分で楽しみ、見つける。そういうことが可能になってる世の中だと思うんですよね。いろんな楽しみ方があるし、いろんな人生の設計があり得る。だから男性も女性もだと思いますし、いろんな年代を超えてだと思うんですけれども、そういうことが可能になっているからこそ、だから組織に対してはそんなに期待はしないというか、自分の人生の中の一つの部分でしかないな。,Rose
庭本,00:07:29:20,00:07:47:00,ワークライフバランスをどんだけちゃんとこう充実してくれる会社なのか、多様な働き方を許容してくれる会社なのか、みたいなことが、その人にとっては非常に重要になってくるっていうことかなというふうに思います。,Rose
庭本,00:08:09:21,00:08:28:21,だからこその会社がこう頑張って考え出した策っていうのが、その中で統合していくっていうことなんだろうと思うんですね。今のはやりでいうと。で、組織のマネジメント側の論理と個人の論理っていうのは、やっぱりどこまでいっても違うと思うんですよね。,Rose
庭本,00:08:29:01,00:08:49:16,なので個人は会社を利用するわけですよね、結局のところ。でもそれはもあるというか仕方ないことっていうのを会社もわかった上で逆にそれをなので、利用していくというか、利用のしあいみたいなのが起こっていくのかなと思います。,Rose
庭本,00:08:49:18,00:09:13:23,静かな退職とか何て言うか。不満を持ちながらもこうだらだらと居続けるような人達っていうのはすごい会社にとっては損失な状態ですから、その人達はやっぱ少なくしていかなければいけないんですけど、そこのマネジメントっていうのはやっぱりいろいろ工夫はされてるみたいですね。,Rose
庭本,00:09:14:03,00:09:22:03,そのエンゲージメントだったりとか、それこそパーパスで統一していくだったりとか。,Rose
庭本,00:09:22:05,00:09:43:19,もうワークライフバランスに特化して、それでしかもその利用されていることを分かっていながらも、その組織にいる間はちゃんと力を発揮してねっていうようなポストをちゃんと与えているとかですね。っていうようなことはいろいろ工夫されてるかなと思います。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
庭本,00:10:40:13,00:11:10:18,こう思うんだって言っても、いや、違うんじゃない？って否定されてしまうっていうことですよね。その状態こそが多分心理的安全性が確保されていない状態なのかなと思っているんですが、通常その、もしそのコラボレーションが生まれ得るような組織での対話っていうのは、何かそこで多分会話が終わりじゃなくて違うんじゃない？,Lavender
庭本,00:11:10:18,00:11:32:13,で終わりじゃなくて、じゃあどう思うの？みたいなことが延々と多分ダイアログとして続いていくと思うんですよね。その会話って会話カンバセーションだと思うんですけど、それがダイアログし、何かこうずっと途切れることなく続いていく。自分の最初の意見は否定されるというか、違うんじゃない？,Lavender
庭本,00:11:32:13,00:11:51:14,と言われたとしても、それで他の人がそれによってどう考えるかっていうことが話されて、結果、その前に話した人は多分その人のその考えを聞いて、自分の考えを修正する為に、いやいや違うでしょっていうようなことが言えたりとかすると思うんですよね。,Lavender
庭本,00:11:51:16,00:11:58:09,そういうこの会話っていうのが続いていかないと。,Lavender
庭本,00:11:58:11,00:12:23:03,そもそも多分心理的安全性は築かれていない状態なんだなっていうふうに思っています。じゃあ何かその会話で終わってしまって、対話が続いていないような状態、どうしたらいいですかっていう、そういうご趣旨ですよね、なかなか。多分この対話を続けていくってのは非常に訓練がいると思うんですよ。,Lavender
庭本,00:12:23:05,00:13:06:04,何かそれは何か研究でも言われていて、対話っていうことをやるためのスキルが必要だみたいな形で、日本人は苦手であると。そういうスキルを育成してこなかったから。なので経営学っていう分野を超えて言うなら、もう少し教育の場面場面で対話スキルっていうのは育てていく必要があるし、組織に入ってからもその専門性を高めるっていう、そのそこの育成はもちろん必要で、専門性のスキルっていうのは必要なんですが、それと同時にその専門性をうまいことコラボレーションさせていくため,Lavender
庭本,00:13:06:04,00:13:42:02,のスキルとして、対話スキルっていうのが新たに研修だったりとか、人材開発の場面で取り組まれようと今してる最中なのかなと思います。で、全然まだ何て言うか出発点に立ったぐらいの感じだと思うんですけれども、ヒアリング調査をしている中では、まずその研修でその対話スキルっていうのに特化したところをやってますみたいな、何かそんな声もちらほら聞いたりしています。,Lavender
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
庭本,00:14:30:14,00:14:56:19,そうですね、確かにおっしゃる通りだなと思うんです。で、多分概念的にはこう綺麗にステージとして分かれるんだと思うんですね。雑談とか、その対話の部分とか、議論の部分とかっていうことで。で、現実の現象で言うと、それがどこから始まるか分かんないし、いつその状態が来るか分かんない状態だと思うんですね。,Yellow
庭本,00:14:56:21,00:15:04:22,入り交じっているので。なので結構混乱したりとかもするんですけど。,Yellow
庭本,00:15:05:00,00:15:23:22,これはちょっと本編の方でもお話ししたんですが、結論を急がないことっていうのは結構大事かなと思ってるんですね。とにかくこの早く早く決めなきゃっていうのは、特にビジネスの世界では必須のことだと思うんですけど、だからこそちょっと結論を急ぎ過ぎるっていうか。,Yellow
庭本,00:15:24:00,00:15:30:05,だから雑談も意味ないですよねっていう風に感じがちだし。,Yellow
庭本,00:15:30:07,00:15:48:01,そこにちょっとした落とし穴があるのかなっていう風に思っています。そのリーダーシップを発揮するっていう時にも、誰かのリーダーシップについていくっていうだけじゃなくて、自分がリーダーシップを発揮して何かを言うとか、意思決定をするっていう場面って結構あると思うんですね。,Yellow
庭本,00:15:48:01,00:16:28:22,そういうのは学術の世界ではリーダーシップの共有っていうか、シェアードリーダーシップって言われてるんですけど、その状態ができるためにも、やっぱりこう訓練というか必要で、その何かのタスクを始める前に、そのメンバーがどういうスキルを持ってて、どういう情報が持ってて、どういう性格で、どういう思考を持ってて、価値観があって、こういう場面ではおそらくこの人はこういう風に言うだろうなみたいなことまで想定できるぐらいの、よくお互い知らなきゃいけないし、そのために何か仕事の話をいきなりしても多分無理,Yellow
庭本,00:16:28:22,00:16:43:01,ですよね。雑談っていうのは多分そういう意味合いが意義があるとすればそういうとこなのかなと思ったりしています。,Yellow
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_4
庭本,00:17:26:17,00:17:50:09,経営学は、今おっしゃってた学際的な特徴っていうのは確かにあるなと思ってるんですね。で、それがいいところでもあり、あまり良くないところでもあるんですけど、それはちょっと横に置いておいて、現実として学際的であるっていうところですよね。,Violet
庭本,00:17:50:11,00:18:16:14,なので結構新しい知見だったりとか、新しい発想だったりとかっていうのを他の分野からも持ってこれたりとかするし、その人員計画の中でも、例えばその人事の分野がその戦略論の言ってる大事なことをこう取り入れたりとかっていうようなことは度々なされてきたと思います。,Violet
庭本,00:18:16:14,00:18:42:22,そういう意味で、非常になんかこう、学際性のポジティブな面を挙げるとすれば、そんな風に知見が寄り集まるというか、だろうと思うんですね。ただ、ちょっと気をつけなければいけないのは、その学術の厳密性というか論理というか、ぱっと見たけど何か1個軸が通ってないねみたいな部分はちょっと気をつけなきゃいけないかなとは思うんですが。,Violet
庭本,00:18:43:00,00:19:09:03,で、そのいい面の方で言うと。なのでその新しい潮流をどんどんモデルに取り入れられるわけです。学術的な厳密性は置いておいてね。そんなところで言うと人事分野にはなるんですけれども、近年、人的資本経営っていう言葉が流行っているかと思います。政府もすごく言ってましたし。,Violet
庭本,00:19:09:05,00:19:36:04,で、そこでは一つはいい傾向かなと思うのは、人事がブラックボックスの中でいろいろなことがやられてきたのを可視化しようという試みだったりとか、統合的に経営っていう統合的な中で人事を考えていこうっていう発想なんですよね。,Violet
庭本,00:19:36:06,00:20:01:04,で、それをうまいことをモデル化しているというか、モデルでしたっけね。だったと思いますけれども、戦略と人事の連動性をどう考えるかとか、そもそもそういうことができるためには、多様な人材の持つ知識とか経験とかっていうのを組み合わせていくことが必要ですよね。,Violet
庭本,00:20:01:04,00:20:18:14,それをこう資本にしていきましょうっていうことだったりとかっていうのが現れてる。モデルとしては、今の人事マネジメント分野においては、一つ人的資本経営モデルは到達点なのかなと考えています。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_5
庭本,00:21:02:00,00:21:34:13,本編でちょっとやりとりがあったと思うんですが、数値化の流れとちょっと関わるかなと思うんですが、人的資本経営の一つの柱は、人的資本情報をきちんと可視化していきましょうっていうことなんです。で、それはすなわち、測れるものはどんどん測っていって数値化していこうっていうことなんですけれども、どうしてもやっぱりそこで落ちるものっていうのはあると思うんですよね。,Yellow
庭本,00:21:34:15,00:21:45:18,私が分析でいろいろこう有価証券報告書に出てる人的資本情報とかを分析している中でも。,Yellow
庭本,00:21:45:20,00:22:00:16,何言うか、結局各社横並びになっちゃうというか、っていうような、良くない部分も出てるかなと思います。独自的な人事の何か強みみたいなのを。,Yellow
庭本,00:22:00:18,00:22:19:22,測りきれないし、測ろうと思うと多分一般的な話になるんで、強みじゃないところになってくるんですよね。そういう何かジレンマの中で動いているかなと思います。で、あとはその。,Yellow
庭本,00:22:20:00,00:22:42:00,その人の持ってるものに加えて、人と人とのやりとりの中で生まれる、いわゆるソーシャルキャピタルっていうか、社会関係資本、やっぱりその職場の雰囲気だったりとか、何かネットワークみたいなところって全然測ってないんですよね。測れてないっていうか、落ちてる部分なんですよね。,Yellow
庭本,00:22:42:02,00:22:55:08,人的資本上だけ見てて、その組織の一員、人のマネジメント、分かったような気でいるのは非常に足元をすくわれるなっていうような思いでいます。,Yellow
庭本,00:23:15:18,00:23:57:20,ですよね。そうですね。数値と。リテラシーを高めるっていうか、その数値に対する付き合い方を何かうまくしていく必要はあるかなと思います。数値に踊らされず、数値をうまく利用していくというか。自分の強みとか弱みだったりとか、魅力だったりとかっていうのを確かめたり、それを振り返ることで新たにその強みを見出していく、再構成していくっていう材料に数値を使っていくっていうのは非常にいいのかなと思います。,Yellow
庭本,00:25:01:09,00:25:22:06,何番だったかちょっと忘れたんですけど、人事の数値化のところがあったじゃないですか。で、そこで人事アセスメント評価の作成に関わってっていうお話があったと思うんですけど、そこ。,Yellow
庭本,00:25:22:08,00:26:05:19,は、日本企業の総合電機メーカーで、全社員向けになんかこう、コンサルの人が作ったそのアセスメントに頼るんじゃなくて、社内独自のその評価、アセスメント評価っていうのを作りたくて。そうであるからこそ、社内の人、人材の何かこう、強み弱みっていうのが、会社の実情に合わせた形で測れるっていう思いがあって、そういう会社独自のアセスメントを作るっていう風に関わらせていただいて。,Yellow
庭本,00:26:05:21,00:26:27:20,で、それで結構です。それこそプロトタイプをどんどんこう作って、2年、3年ていう風にかけて。で、最終的にこういう総合アセスメントの尺度化を図ったっていうような経験があります。,Yellow
庭本,00:26:33:04,00:26:57:19,一つは、あまりその、今はどうかわかんないですけど、その当時は何なんちゃら力とか、なんたら思考力みたいな、結構いろいろ出回ってる能力、測るものってたくさんあったと思うのですが、そうではなくて、加えてその能力こそを自分で高めていけるような。,Yellow
庭本,00:26:57:21,00:27:44:07,学習能力っていうんですかね、その適応能力をちょっと学術的な言葉でいうとメタコンピテンシーっていう言葉になるんですけれども、それって今の時代、結構重要なんじゃない？っていうことで、独自的に開発したものにはなります。その、それこそ非連続な異動とかで、自分の経験が全然生きないような先に移動しましたとかなった時に、そこでポシャる人と、そこから何かそれを前向きに捉えてどんどん学習していって、結果振り返ってみると、前の経験と今のことっていうのが繋がりまし,Yellow
庭本,00:27:44:07,00:28:11:19,たみたいな人って差がすごく出てくるんですよね。何が違うんだろうっていうことでいうと、そこのこの新しい先での出来事をポジティブに捉えられるか、もうダメだっていうふうになっちゃうかっていう、その能力のもっと根底にあるメタなところ、レジリエンスとかアダプタビリティとか、そういう。,Yellow
庭本,00:28:11:21,00:28:25:02,楽しむ力とか、何事にもオープンであるとかっていうようなものっていうのを取り入れ、尺度化したりとかはしました。,Yellow
庭本,00:28:35:05,00:29:05:11,日本企業の現状と今の世の中の変化っていうのがある中で、その組織的なそのコンテクストっていうのもそこに踏まえて、人を、その社内の人を見たいってなった時に、どうしてもその外部のツールを使ったり、尺度で満足してると全然捉えきれないわけですよね。,Yellow
庭本,00:29:05:13,00:29:24:17,で、そこの会社では例えばすごい異動が多かったりとか、異動の中でも海外勤務っていうのがある一定の部分の層の人たちには非常に多かったりとかするで、会社によって違うじゃないですか。で、それの。,Yellow
庭本,00:29:24:19,00:29:46:21,どういう人材が必要かっていうのをその組織の中で考えた時に、それをどうやって測ろうかっていうことなんですよね。で、そこの会社ではやはり異動もある程度多いし。で。,Yellow
庭本,00:29:46:23,00:30:10:23,何て言いますか、自分で考えて行動していくっていう、そして業績を上げていくっていう、そのハイパフォーマー人材を育てたいっていうところでですね、組織コンテクストと合わせて照らし合わせた時に、どういうスキルが求められるかねと、そんな尺度になりました。,Yellow
庭本,00:30:20:18,00:30:51:22,そうです、そうです。本当に会社によって違うと思うんですよね。だから、特に人事マネジメントにおいては、なんかこう、一般的なものに踊らされずに、本当に会社の業務とか、その組織の成熟度だったりとか、あとはどういう文化だったりとかっていうのをよく見た方がいいと思うんですよね。,Yellow
