Speaker Name,イン点,アウト点,文字起こし,色選択
渡部,00:05:38:03,00:05:42:17,ありますね。そうですね。,Violet
渡部,00:05:42:19,00:06:05:20,なのでいろんな形でその問題を解決しようとはしてきているし、いろんな取り組み、例えばサイエンスカフェだとか、あとは少し前だとコンセンサス会議っていうものだったり、いろんな領域の人と、そして非専門家も一緒に同じ場を共有して知識。,Violet
渡部,00:06:05:20,00:06:06:19,を。,Violet
渡部,00:06:06:21,00:06:11:10,共有することで共通の課題を解決していこうという。,Violet
渡部,00:06:11:10,00:06:12:04,ような。,Violet
渡部,00:06:12:04,00:06:13:10,活動であったりっての。,Violet
渡部,00:06:13:10,00:06:15:19,は様々な形であっ。,Violet
渡部,00:06:15:19,00:06:20:02,て。,Violet
渡部,00:06:20:04,00:06:24:20,まだまだ追いついてないっていうところだと思うんですけど、いろんな取り組みは。,Violet
渡部,00:06:24:22,00:06:30:20,なされなされてるとは思います。はい。,Violet
渡部,00:08:03:13,00:08:12:11,専門バカがネガティブに働かないかっていうことの続きなんですけれども。,Violet
渡部,00:08:12:13,00:08:26:06,もう一つこういうことをしておくと意識が変わるかなっていうことがあって、で、それが全ての知識は状況に位置づけられているんだっていう考え方。,Violet
渡部,00:08:26:06,00:08:29:03,なんですね。で、これは脱の輪。,Violet
渡部,00:08:29:07,00:08:30:21,っていう科学。,Violet
渡部,00:08:30:21,00:08:32:13,論の論者が。,Violet
渡部,00:08:32:15,00:08:33:19,提唱している概念。,Violet
渡部,00:08:33:19,00:08:36:03,なんですけれども。,Violet
渡部,00:08:36:05,00:08:39:11,主張相手とノレッジって状況に位置付けられた知っていう。,Violet
渡部,00:08:39:15,00:08:44:00,概念で言われていることなんですが。,Violet
渡部,00:08:44:02,00:08:53:22,全ての知識が状況に位置付けられているっていうのは結構その科学観を変えるというか、新しい見方。,Violet
渡部,00:08:53:22,00:08:59:11,だったんです。で、え、なんでこう専門専門。,Violet
渡部,00:08:59:11,00:09:00:09,家ってちょっと偉そう。,Violet
渡部,00:09:00:09,00:09:03:07,なところないですか？っていうか、なんで、なんで偉。,Violet
渡部,00:09:03:07,00:09:07:23,そうかっていうと、何かこう、自分が真理を発見したんだみたい。,Violet
渡部,00:09:08:00,00:09:10:18,なことがあるんじゃない。,Violet
渡部,00:09:10:18,00:09:13:22,かと思うんですけれども、それはそれですごい。,Violet
渡部,00:09:13:22,00:09:16:12,ことなんですが、なんでそれ。,Violet
渡部,00:09:16:12,00:09:21:22,がすごいことだとずっと言われてきたかっていう一つの理由としては。,Violet
渡部,00:09:21:23,00:09:25:14,その真理ってこう客観的な視点。,Violet
渡部,00:09:25:14,00:09:27:05,から発見さ。,Violet
渡部,00:09:27:05,00:09:32:13,れるものっていうふうな見方が長くあって。,Violet
渡部,00:09:32:19,00:09:39:14,で、その客観的であるっていうのはつまり今住んでいる地域とか歴史とかからこう自由。,Violet
渡部,00:09:39:14,00:09:40:00,になって。,Violet
渡部,00:09:40:00,00:09:46:19,こう超越したところから、もう価値も超えたところから、その全ての人がこう。,Violet
渡部,00:09:46:19,00:09:48:02,そのように見れば同じ。,Violet
渡部,00:09:48:02,00:09:49:02,ように見られるっていうの。,Violet
渡部,00:09:49:02,00:09:49:20,が客観。,Violet
渡部,00:09:49:20,00:09:51:06,的っていうことで。,Violet
渡部,00:09:51:08,00:09:52:15,そういう目から見たとき。,Violet
渡部,00:09:52:15,00:09:55:04,の新しい知識を発見した。,Violet
渡部,00:09:55:04,00:09:56:02,一番。,Violet
渡部,00:09:56:04,00:09:57:19,一番に発見したから。,Violet
渡部,00:09:57:19,00:10:10:23,自分はすごいんだっていうことだったんだと思うんですね。です。その客観的な視点から新しいものを発見するのが科学っていうのは今でも。,Violet
渡部,00:10:10:23,00:10:12:01,さほど変わらないと。,Violet
渡部,00:10:12:01,00:10:12:13,思うんです。,Violet
渡部,00:10:12:13,00:10:14:10,けど、この客観的っていう。,Violet
渡部,00:10:14:10,00:10:16:23,のが、その住んでいる。,Violet
渡部,00:10:16:23,00:10:22:12,場所とか歴史とか価値観とかから自由だっていう点については。,Violet
渡部,00:10:22:14,00:10:26:07,本当にそうなのかなっていう例がいくつも。,Violet
渡部,00:10:26:09,00:10:37:18,挙げられていて。で、そのうちの例の一つが、例えば女性の心筋梗塞の。,Violet
渡部,00:10:37:20,00:10:39:09,いろんな症状。,Violet
渡部,00:10:39:09,00:10:40:20,っていうのが長い。,Violet
渡部,00:10:40:20,00:10:42:22,間知られてなかったっていうことが。,Violet
渡部,00:10:42:22,00:10:44:05,あるんですね。,Violet
渡部,00:10:44:07,00:10:50:01,で、どれぐらい最近まで知られてなかったかというと、2000年代は21世紀。,Violet
渡部,00:10:50:01,00:10:52:05,に入るまで知られてなかった。,Violet
渡部,00:10:52:07,00:10:57:07,だけど、心筋梗塞ってすごく一般的だから、何かこう、映画とかでも。,Violet
渡部,00:10:57:07,00:11:01:03,打って、こう心臓痛いみたいな、うずくまるような。,Violet
渡部,00:11:01:03,00:11:03:20,様子ってイメージとしてみんな持ってると思う。,Violet
渡部,00:11:03:20,00:11:08:14,んですけど、女性の場合はあれじゃないっていうこと。,Violet
渡部,00:11:08:14,00:11:14:17,がようやく分かってきて。で、それでそれまではずっと何か上、心筋梗塞になると女性の。,Violet
渡部,00:11:14:17,00:11:16:05,方が亡くなっ。,Violet
渡部,00:11:16:05,00:11:18:03,てしまう割合も高いんだけど。,Violet
渡部,00:11:18:05,00:11:22:02,なんでだろうみたいなところで止まってたのが、最初の。,Violet
渡部,00:11:22:02,00:11:22:13,症状を。,Violet
渡部,00:11:22:13,00:11:25:07,知らなかったからかっていう、その。,Violet
渡部,00:11:25:09,00:11:38:01,こう、心臓が痛いって言うんじゃない、いろんな他のところに出る症状を、心筋梗塞の兆候として理解してなかったから、女性はこう初期の処置が遅れて。,Violet
渡部,00:11:38:03,00:11:38:18,亡くなる。,Violet
渡部,00:11:38:18,00:11:39:05,確率。,Violet
渡部,00:11:39:05,00:11:40:18,が高くなったんだな、みたいなこと。,Violet
渡部,00:11:40:21,00:11:43:14,そういうこと分かってきたのは、ようやく21世紀に入っ。,Violet
渡部,00:11:43:14,00:11:44:13,てからっていうのがあっ。,Violet
渡部,00:11:44:13,00:11:46:19,たり。,Violet
渡部,00:11:46:21,00:11:47:23,これは。,Violet
渡部,00:11:48:01,00:11:48:11,私。,Violet
渡部,00:11:48:11,00:11:49:00,の。,Violet
渡部,00:11:49:02,00:11:54:11,今働いているお茶の水女子大学のジェンダーイノベーション研究所というところ。,Violet
渡部,00:11:54:11,00:11:56:16,で、今働いているんですけれども。,Violet
渡部,00:11:56:18,00:12:01:05,そこの仕事の基になっている。,Violet
渡部,00:12:01:07,00:12:01:17,ジェンダー。,Violet
渡部,00:12:01:17,00:12:02:22,とイノベーションっていう。,Violet
渡部,00:12:03:03,00:12:05:08,概念で。,Violet
渡部,00:12:05:10,00:12:10:05,改めてこう心筋梗塞を見た時に明らかになってくる知見。,Violet
渡部,00:12:10:07,00:12:12:10,になります。でも。,Violet
渡部,00:12:12:12,00:12:26:09,これは一つなので、男性の体を医学の対象にして研究をしてきた結果、女性の体についてはよく分かっていないってことも分かってなかったっていう、そういうことが明らか。,Violet
渡部,00:12:26:09,00:12:27:10,になってきた例の。,Violet
渡部,00:12:27:10,00:12:29:02,一つで。,Violet
渡部,00:12:29:04,00:12:31:12,で、もう一つその。,Violet
渡部,00:12:31:14,00:12:43:09,知識が状況に位置づけられてるっていうことを表す例としては、例えばGOOGLEグーグルスカラーっていうグーグルの中で論文を検索するサイトあるんですけど。,Violet
渡部,00:12:43:10,00:12:44:12,あるんですけど。,Violet
渡部,00:12:44:14,00:12:52:17,あそこでマラリアって打った時と、結核って打った時では見つかる論文数が結核の方がずっと。,Violet
渡部,00:12:52:17,00:12:54:02,多いんですね。,Violet
渡部,00:12:54:04,00:13:00:02,で、時代によっては2倍以上。,Violet
渡部,00:13:00:02,00:13:06:16,結核の方が論文数が多いっていう時代も区切るとあって。で、それはなんでかって。,Violet
渡部,00:13:06:16,00:13:09:05,いうと、マラリアは。,Violet
渡部,00:13:09:06,00:13:12:22,南世界の南のに多い。,Violet
渡部,00:13:13:00,00:13:14:03,疾患で。,Violet
渡部,00:13:14:05,00:13:19:15,結核は北に多かった。北の。,Violet
渡部,00:13:19:15,00:13:20:17,人にとっても重要。,Violet
渡部,00:13:20:17,00:13:21:15,な疾患という。,Violet
渡部,00:13:21:15,00:13:28:19,ことで。で、そういう中で結核についての研究は熱心にやられてきたけど。,Violet
渡部,00:13:28:21,00:13:29:08,マラリア。,Violet
渡部,00:13:29:08,00:13:32:06,については結核に比べると。,Violet
渡部,00:13:32:06,00:13:36:02,少ない数しかこれまで研究がなされてこなかった。,Violet
渡部,00:13:36:02,00:13:40:10,ってことがあるとなると、客観的に。,Violet
渡部,00:13:40:10,00:13:41:11,その。,Violet
渡部,00:13:41:13,00:13:52:03,対象を研究するのが科学って言っても何を対象にするかっていうこととか、その対象について何を知るかっていうことが。,Violet
渡部,00:13:52:05,00:13:53:11,誰が。,Violet
渡部,00:13:53:13,00:13:57:00,それをやるかっていうことに依存してるってことに。,Violet
渡部,00:13:57:02,00:13:59:14,なるじゃないですか。で。,Violet
渡部,00:13:59:16,00:14:02:10,なのでこう誰かが知識。,Violet
渡部,00:14:02:10,00:14:02:18,を。,Violet
渡部,00:14:02:21,00:14:11:22,作っていくっていう時に、その知識っていうのはその知識を作っていく人、あるいは研究をしている人が置かれている時代。,Violet
渡部,00:14:12:00,00:14:13:11,の。,Violet
渡部,00:14:13:13,00:14:21:09,状況であったり、その中で共有されている価値観から自由ではあり得ないんだっていうことが。,Violet
渡部,00:14:21:11,00:14:23:17,だんだんと明らかになってきた。,Violet
渡部,00:14:23:19,00:14:29:08,で、そういうことを指して状況に位置づけられたっていうふう。,Violet
渡部,00:14:29:08,00:14:34:20,な概念で母親を表しています。で、なので。,Violet
渡部,00:14:34:20,00:14:36:15,こういう風にこう、知識って。,Violet
渡部,00:14:36:17,00:14:40:07,こうなんだろうな。,Violet
渡部,00:14:40:09,00:14:45:03,自分は自分が置かれた状況の中でその知識。,Violet
渡部,00:14:45:03,00:14:47:19,を持っていて、専門家になっている。,Violet
渡部,00:14:47:21,00:14:53:04,っていう風に考えると、他の人は他の人が置かれてる状況の中で、ある。,Violet
渡部,00:14:53:04,00:14:54:19,知識の専門家。,Violet
渡部,00:14:54:19,00:14:56:12,であるっていう風に。,Violet
渡部,00:14:56:14,00:14:57:02,見ること。,Violet
渡部,00:14:57:02,00:14:57:19,ができる。,Violet
渡部,00:14:57:19,00:15:02:03,んじゃないかと思うんですね。なのでこう、自分は専門。,Violet
渡部,00:15:02:04,00:15:03:22,家だから。,Violet
渡部,00:15:04:00,00:15:05:13,偉いっていうような。,Violet
渡部,00:15:05:13,00:15:08:10,それ以外の人は自分より劣ってるっていう。,Violet
渡部,00:15:08:10,00:15:09:00,ような。,Violet
渡部,00:15:09:06,00:15:16:14,何かそういう態度っていうのが状況に位置付けられた知っていう概念を意識すると取れ。,Violet
渡部,00:15:16:14,00:15:21:18,なくなるのではないかなって思うんです。で、そうなって初めて。,Violet
渡部,00:15:21:20,00:15:24:23,色んな人が色んな状況に位置付けられた知を。,Violet
渡部,00:15:24:23,00:15:26:06,持ってる。,Violet
渡部,00:15:26:08,00:15:27:22,色んな人が色んなところで。,Violet
渡部,00:15:28:02,00:15:28:22,一般には専門。,Violet
渡部,00:15:28:22,00:15:33:12,家と呼ばれないような人でも、専門家だっていう風に考えると。,Violet
渡部,00:15:33:14,00:15:35:19,その場で。,Violet
渡部,00:15:35:21,00:15:38:21,こうタコツボ化しないで。,Violet
渡部,00:15:38:23,00:15:40:02,知識を。,Violet
渡部,00:15:40:04,00:15:43:15,こうフラットに持ち寄ることが出来るよう。,Violet
渡部,00:15:43:15,00:15:49:07,になるんじゃないかなっていう風に思っています。はい。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
渡部,00:17:29:21,00:17:36:09,そうですね。私が友人からそのようにこう相談を受けたら、共感しかないって。,Rose
渡部,00:17:36:09,00:17:38:12,言うと思います。,Rose
渡部,00:17:38:14,00:17:44:22,研究者ってずっとこう色々な大学を渡り歩く。,Rose
渡部,00:17:44:22,00:17:46:12,職業なので。,Rose
渡部,00:17:46:14,00:18:06:20,しかも渡り歩く時に確実に次があるかどうかはもう最後まで分からないような形で渡り歩くので、ずっと不安っていうか、そんな状況が続くんですよね。なのでその不安、不安がデフォルトっていう。,Rose
渡部,00:18:06:22,00:18:07:17,何か。,Rose
渡部,00:18:07:19,00:18:11:22,ある時そういう悟りの境地にいたりました。,Rose
渡部,00:18:11:22,00:18:13:05,けれども。,Rose
渡部,00:18:13:07,00:18:18:00,でも私もちょっと前までは定期的に。,Rose
渡部,00:18:18:00,00:18:20:13,不安になって、何か。,Rose
渡部,00:18:20:15,00:18:23:04,資格の本とか取り寄せたり。,Rose
渡部,00:18:23:06,00:18:28:17,してた。なので、本当にその、そうですね、そういうまずは。,Rose
渡部,00:18:28:17,00:18:29:12,共感。,Rose
渡部,00:18:29:12,00:18:30:14,しますっていう。,Rose
渡部,00:18:30:19,00:18:31:05,ところ。,Rose
渡部,00:18:31:05,00:18:37:16,ですかね。はい。で、その、そういう。,Rose
渡部,00:18:37:16,00:18:40:13,風に同じその大学。,Rose
渡部,00:18:40:13,00:18:42:08,の。,Rose
渡部,00:18:42:10,00:18:57:13,キャリアを積んでいく時に、次にどこにいけるかっていうのは、本当に私も不安から全然出せてないんですけれども、ただ、私は結構こう必要があって、大学以外。,Rose
渡部,00:18:57:13,00:18:58:15,の。,Rose
渡部,00:18:58:17,00:19:00:10,職に就いたこと。,Rose
渡部,00:19:00:10,00:19:01:20,もあって。,Rose
渡部,00:19:01:22,00:19:05:10,で、キャリア的に言うと、もしかすると一般的にはキャリア。,Rose
渡部,00:19:05:10,00:19:09:20,ダウンみたいなこともあったんですけど、そういうのも。,Rose
渡部,00:19:09:23,00:19:13:09,すごく振り返って。,Rose
渡部,00:19:13:11,00:19:15:22,何て言うか。,Rose
渡部,00:19:16:00,00:19:20:22,糧になってるとか、本当にこう。,Rose
渡部,00:19:21:00,00:19:22:00,私の。,Rose
渡部,00:19:22:05,00:19:22:20,専門。,Rose
渡部,00:19:22:20,00:19:23:18,性を。,Rose
渡部,00:19:23:18,00:19:26:11,深めるのにも今。,Rose
渡部,00:19:26:11,00:19:30:07,役立っているなと。すごいいい経験だったなっていう風に振り返っ。,Rose
渡部,00:19:30:07,00:19:36:00,て思ったりします。はい。,Rose
渡部,00:20:11:05,00:20:15:03,そうですね。,Rose
渡部,00:20:15:05,00:20:18:16,取材していただいた時にお伝えした。,Rose
渡部,00:20:18:18,00:20:20:17,のは。,Rose
渡部,00:20:20:19,00:20:25:06,私その時は。,Rose
渡部,00:20:25:08,00:20:32:13,契約社員で。で、それでパートタイムの契約社員で、すごくおっきなオフィス。,Rose
渡部,00:20:32:13,00:20:35:19,の中で、皆さんの。,Rose
渡部,00:20:35:21,00:20:36:19,出張。,Rose
渡部,00:20:36:19,00:20:40:17,旅費のこうなんだ。,Rose
渡部,00:20:40:18,00:20:42:19,処理をするっていうような係をやっ。,Rose
渡部,00:20:42:19,00:20:44:11,てたんですけれども。,Rose
渡部,00:20:44:13,00:20:46:22,それ以外の仕事もやらせていただいてたんですが。,Rose
渡部,00:20:47:01,00:20:47:20,それが主なお。,Rose
渡部,00:20:47:20,00:20:52:09,仕事で。で、そういう中だとこうすごく広いオフィス。,Rose
渡部,00:20:52:09,00:20:53:20,って。,Rose
渡部,00:20:53:22,00:20:58:19,研究室だとこうみんなこう閉じてるので、他の人がどういう仕事してるか全く見えない。,Rose
渡部,00:20:58:19,00:21:00:08,んですけれども。,Rose
渡部,00:21:00:10,00:21:14:05,すごく広いオフィスで、総務から広報からみんな見えるみたいなところにいると、組織ってこういう風に動いていくんだっていうことが見えたっていうのは、それはすごくいい。,Rose
渡部,00:21:14:07,00:21:14:20,面白い。,Rose
渡部,00:21:14:20,00:21:18:12,経験でしたし、あとはよくこう、外から。,Rose
渡部,00:21:18:14,00:21:22:10,クレームの電話も来るようなところだったんですけれども。,Rose
渡部,00:21:22:12,00:21:29:17,そのクレームのお電話を通して、それこそそこはある業界の、それこそ専門家が集まっている。,Rose
渡部,00:21:29:17,00:21:32:16,ようなところだったんですけれども、その専門。,Rose
渡部,00:21:32:16,00:21:33:17,の領域にすごく。,Rose
渡部,00:21:33:17,00:21:36:07,関心を持っている。一般の。,Rose
渡部,00:21:36:07,00:21:39:02,方がどういう思いで、どういう。,Rose
渡部,00:21:39:03,00:21:41:11,感じでクレームを。,Rose
渡部,00:21:41:12,00:21:48:13,言ってくるのか。で、そのクレームが来た時に、どういう風にその人達はその領域。,Rose
渡部,00:21:48:13,00:21:49:02,の専門。,Rose
渡部,00:21:49:02,00:21:50:01,家として。,Rose
渡部,00:21:50:03,00:21:51:09,その。,Rose
渡部,00:21:51:11,00:21:52:13,電話口で。,Rose
渡部,00:21:52:15,00:21:56:15,返すのかみたいなところも。,Rose
渡部,00:21:56:17,00:22:00:13,見ることができましたし、それはひとつ面白い。,Rose
渡部,00:22:00:13,00:22:02:04,経験だったなっていうのがあるの。,Rose
渡部,00:22:02:05,00:22:15:16,と、それからもう一つ、その大学で働き始める直前に少しお手伝いというか、短期間だけ財団でお仕事させていただいてたんですけど、そこ。,Rose
渡部,00:22:15:19,00:22:17:04,の。,Rose
渡部,00:22:17:06,00:22:25:18,共用品推進機構、お名前出したいんですよね。共用品推進機構っていうところでよく知られてるワードでいうと、ユニバーサルデザイン。,Rose
渡部,00:22:25:20,00:22:27:05,を企業。,Rose
渡部,00:22:27:05,00:22:37:19,に広めるっていう、そういう仕事をしている財団で。で、そこにある時、そのある目的のために全国の障害者。,Rose
渡部,00:22:37:19,00:22:42:07,団体の長の人達が集まって。,Rose
渡部,00:22:42:11,00:22:45:00,定期的に会議をするっていう、そういう。,Rose
渡部,00:22:45:00,00:22:47:13,ことがあったんです。で。,Rose
渡部,00:22:47:15,00:22:52:23,その時に、本当にいろんな身体障害の人もいれば、視覚障害者。,Rose
渡部,00:22:52:23,00:22:53:23,もいれば。,Rose
渡部,00:22:54:01,00:22:55:22,聴覚障害の方もいるっていうよう。,Rose
渡部,00:22:55:22,00:22:57:17,な、その会議の場。,Rose
渡部,00:22:57:17,00:23:03:09,で、障害とは何かで、障害についてどんな配慮が。,Rose
渡部,00:23:03:11,00:23:04:05,必要なのか。,Rose
渡部,00:23:04:05,00:23:04:15,っていうこと。,Rose
渡部,00:23:04:15,00:23:07:04,が話されるんですね。,Rose
渡部,00:23:07:06,00:23:14:12,で、それを聞いていると、1口にこう、障害って言っても。,Rose
渡部,00:23:14:14,00:23:17:04,色々な観点からの考えが。,Rose
渡部,00:23:17:04,00:23:29:16,あって、いろんなこう、それこそ状況の中で、その人達にとっての障害っていうものが定義されていて、経験されていて、で、そこでこう異なる、こう配慮。,Rose
渡部,00:23:29:16,00:23:32:09,が必要になってくるんだっていう。,Rose
渡部,00:23:32:13,00:23:37:22,そういうことが分かってきて、で、それはやっぱりその障害っていう。,Rose
渡部,00:23:37:22,00:23:39:07,ものについての。,Rose
渡部,00:23:39:09,00:23:42:04,私のこう客観性を。,Rose
渡部,00:23:42:06,00:23:46:12,深めてもらうとか、強めてもらうというか。,Rose
渡部,00:23:46:14,00:23:48:07,強い客観性っていう言葉。,Rose
渡部,00:23:48:07,00:23:48:17,もある。,Rose
渡部,00:23:48:17,00:23:54:08,んですけど、その強い客観性を私が障害について得る、そういう。,Rose
渡部,00:23:54:08,00:23:57:07,経験にもなったなって思ってます。,Rose
渡部,00:23:57:09,00:24:03:13,で、なので何かよく先輩方は言われますけど、本当に。,Rose
渡部,00:24:03:14,00:24:06:14,無駄なことがなかったなっていう。,Rose
渡部,00:24:06:16,00:24:11:07,それはすごいありがたかったし。,Rose
渡部,00:24:11:09,00:24:21:00,こういろんな組織で、それそれこそ馬鹿にしないで、私はこういい年して何も知らない人としてそこにいたわけですけど。,Rose
渡部,00:24:21:00,00:24:22:05,特に。,Rose
渡部,00:24:22:07,00:24:25:02,契約社員だった時は、事務のお仕事って初めて。,Rose
渡部,00:24:25:02,00:24:27:20,だったので、電話も。,Rose
渡部,00:24:27:21,00:24:28:17,取れるかこいつ。,Rose
渡部,00:24:28:17,00:24:29:20,みたいなところから。,Rose
渡部,00:24:29:20,00:24:38:21,始まったんですけど、すごく本当に馬鹿にしないで、温かい、温かく迎えていただいたっていうのも、それがいい経験だった理由だと。,Rose
渡部,00:24:38:21,00:24:39:23,思うんですよね。,Rose
渡部,00:24:40:01,00:24:43:20,それもありますが、とにかくそうです。,Rose
渡部,00:24:43:21,00:24:45:12,そうですね。,Rose
渡部,00:24:45:14,00:24:56:02,キャリア多分こう聞いてくださる方、キャリアアップについて聞かれたいのではと思いつつ、いろんなキャリア。,Rose
渡部,00:24:56:03,00:24:56:22,の中で。,Rose
渡部,00:24:56:22,00:25:00:10,起こることって何か。,Rose
渡部,00:25:00:12,00:25:04:06,身にならないことがないなっていうふうに思い。,Rose
渡部,00:25:04:06,00:25:09:01,ますし、何かそういうことはいろんな方から言われている。,Rose
渡部,00:25:09:01,00:25:10:13,ので、最後は全部。,Rose
渡部,00:25:10:13,00:25:16:23,一つになるからって言われたりするので、それをこう信じ、素朴に信じてる。,Rose
渡部,00:25:16:23,00:25:21:15,なって思います。はい。,Rose
渡部,00:25:40:15,00:25:49:05,そうですね。ちょっと忘れてたんですけれども、そのキャリアとは違うところで、子育ての経験っていうのも。,Rose
