Speaker Name,イン点,アウト点,文字起こし,色選択
師田,00:14:01:15,00:14:03:09,が予測できてしまうと。,Purple
服部,00:14:03:14,00:14:04:05,そう。,Purple
師田,00:14:04:07,00:14:21:20,だし。多分経済学の理論ってすごい誤差が経済以外にも人間の生活のすごいいろんなところに拡張できてしまう、というか何でも当てはめれそうで、それはすごい面白い。でもそしたらなんでも経済学いいじゃんみたいな、そういうジレンマに陥ってしまい。,Purple
服部,00:14:21:22,00:14:33:01,そうなんですけれども。その中でも金融が好きになったのは。あまり価値観が入らないで、建設的な議論ができると思ったんですよね。,Purple
師田,00:14:33:04,00:14:35:07,継続的に見たら。,Purple
服部,00:14:35:09,00:14:43:03,結局、税の問題とか公平性の問題って、結局。,Purple
服部,00:14:43:05,00:14:45:15,価値観がぶつかる、出てくるじゃないですか。,Purple
師田,00:14:45:17,00:14:49:20,そういう社会をどう成長していきたいかみたいな倫理観みたいな。,Purple
服部,00:14:49:20,00:14:56:24,そう、貧しい人たちをどうするかとか、金持ちからどのぐらいとってとか。,Purple
師田,00:14:56:26,00:14:59:01,政治がそうですね、多分に含まれて。,Purple
服部,00:14:59:06,00:15:22:03,そうで、それに対して金融は何か時間をかけて議論をしていくと、もっと前に進めるって感覚を持っていたんですよね。だからめちゃくちゃ小池が始めたことで、ちょっと場所を変えましょうかを歩きます。歩いた先は歩くのそこ小池ですもんね。,Purple
服部,00:15:22:07,00:15:31:00,そこを大手町に行きますわって。大手町に大手町の森という場所がある。,Purple
服部,00:15:31:03,00:15:33:23,ので。,Purple
師田,00:15:33:25,00:15:36:19,これ、神津の音とかもナチュラルに入る。,Purple
服部,00:15:36:21,00:15:44:03,入っちゃうでしょう。それは。,Purple
師田,00:15:44:06,00:15:53:06,聞こえすぎちゃうとダメってことですかそこで音が聞こえなくなるほど。,Purple
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
服部,00:17:40:25,00:17:53:28,それもやっぱり学部の時に似たような、読んだような全く違う分野の本に出会って読むという経験がほとんどなくなっている感じがしましたね。,Blue
師田,00:17:54:00,00:18:11:21,新鮮だったりします。私は結構最近投資とか金融とかに個人的に興味があったので、そうだ、研究研究でも何か僕がつなげていきたいなって思ったところがあったので、もうそれこそ自分の興味をかより強固にするみたいな感じで。,Blue
師田,00:18:11:21,00:18:13:05,服部さんの。,Blue
服部,00:18:13:08,00:18:14:13,ありがとうございます。,Blue
師田,00:18:14:15,00:18:20:23,なるほど。でも全く全く知らなくて、国債とかを全く知らなかった国債。,Blue
服部,00:18:20:23,00:18:22:10,の話題ですからね。,Blue
師田,00:18:22:11,00:18:37:10,そうなんですね。私、子供がいるんですけど、子供ができてからもうニュースを見なくなってしまって、テレビでずっと2チャンネルが流れてるんですよね。テレビがあって。で、ニュースが最近全然わからなくて。,Blue
服部,00:18:37:12,00:18:47:03,いや、最近も財政拡張派がすごい多分世間的にはすごい増えてて、国債の発行が増えているので。,Blue
師田,00:18:47:05,00:18:50:19,財政を拡張するってどういうことですか？,Blue
服部,00:18:50:22,00:18:54:24,消費減税をしましょうとか。,Blue
服部,00:18:54:26,00:19:17:07,そういう話です。なので僕個人はあまりその辺に突っ込みたくないと。だからさっきの話になっちゃうんです。つまり、財政とかの話って、誰かから取って誰かから渡すとか、そういう価値観が強く入ってくるところ。,Blue
師田,00:19:17:09,00:19:23:12,っていうか、そうじゃないってことですか？金融は。,Blue
服部,00:19:23:14,00:19:36:08,そうじゃない側面が強いし、問題をそういう部分に絞っちゃってるというふうに。例えば為替レートはどういうふうに決まるかとかって。,Blue
服部,00:19:36:10,00:19:47:12,ほとんどほとんど一物1価、同じ物に同じ価格が付くっていうぐらいの認識で全部頭出すことができるんです。同じものを同じ価格がつくべきだって。,Blue
師田,00:19:47:14,00:19:48:01,読みました。,Blue
服部,00:19:48:06,00:19:49:13,そうするもう。,Blue
師田,00:19:49:14,00:19:51:28,すっごい右派もそれは。,Blue
服部,00:19:52:00,00:20:33:11,合意できる。そのぐらいの仮定から、こういう価格にはこういうふうに価格が形成されるっていうふうに構築していくので。そこに経済学、いわゆるクラシカルな経済学が入ると、個人の経済的な効用っていうか、満足というのがどうだとか、取引間どうやって起こるかってのてなんですけど、そっちの研究というよりは、さっきもう1段前のもっと緩やかな、なんというか。,Blue
服部,00:20:33:14,00:20:47:00,前提で議論を進められるっていう観点で、僕はこの領域を自由に仕事をしてた方が強みがあるんじゃないかなという感じです。,Blue
師田,00:20:47:02,00:20:51:17,証券会社にお勤めになってください。それもそういう気持ちで。,Blue
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
服部,00:22:20:28,00:22:36:17,そうです。だからこの本で言えば、みんなのに行ってみて、全然鶏の戦いなんて興味なかった。ところが、みんながクレイジーになって、何て言うか。,Forest
服部,00:22:36:20,00:22:45:11,いうのを身近にして研究にしてみたっていうことだと思うんですけど、それに近いですね。,Forest
服部,00:22:45:13,00:23:01:00,僕の場合だと、この辺、私やっぱりさっき日銀の前を通ったんだけど、日銀が新しい政策をバンバン打ってくるので、研究違いがあるようになったってことであります。,Forest
師田,00:23:01:03,00:23:02:26,それはだから、時代的に。,Forest
服部,00:23:02:28,00:23:12:05,世代的に。他の国に対して日銀はいろいろ変わったことをやる。中央銀行なんで。,Forest
師田,00:23:12:07,00:23:12:27,ああ、そうなんですか。,Forest
服部,00:23:12:27,00:23:15:12,すごく変わったことを。,Forest
師田,00:23:15:14,00:23:20:11,あれが今日銀がやってることって、別に他の国ではスタンダード。,Forest
服部,00:23:20:11,00:23:25:25,ではない。スタンダードに出ないって。,Forest
師田,00:23:25:28,00:23:26:18,いうと。,Forest
服部,00:23:26:20,00:23:54:11,語弊があるんですけども、先進国がやってきたことをフロントランナーとしてやってきた。だから金利が0になるって、なんというか、僕が学生の頃はほとんど議論されなかったおそれが、0が日常でマイナス金利ってのも、本当に僕は学部生だったときはマイナス金利なんて考えられなかったのは、本当にマイナス金利政策をやったし。,Forest
服部,00:23:54:13,00:24:02:18,そうこうしているうちに、2008年とかに海外でも金融危機が起こって、日銀に似たような政策をとるところが増えてきて。,Forest
師田,00:24:02:20,00:24:06:01,だからトリッキーなんですね。,Forest
服部,00:24:06:04,00:24:20:27,そうですね。日銀に何とかして日本の景気を日本経済は90年以降悪くなったとすると、日銀に何とかしてほしいっていう。,Forest
服部,00:24:21:00,00:24:35:01,声が強かったと思いますけど。なるほどそう。それが今、日銀がやることやったんで、財政政策をどうにかしてほしいっていうことで。,Forest
服部,00:24:35:03,00:24:44:09,財政の話が、話題が増えてるという印象を持っていますけどね。,Forest
服部,00:24:44:11,00:24:54:05,でも、そう、僕の領域だとリスクが低い国債っていうのをメインにやっているので。,Forest
師田,00:24:54:08,00:24:59:27,本当にリスクは低いんです。あの本を読んで、国債についてですけど。,Forest
服部,00:24:59:29,00:25:07:23,そうです。国債にも人間が短い国債、3年が長い国債があって、短期。,Forest
師田,00:25:07:25,00:25:08:28,長期超長期。,Forest
服部,00:25:09:06,00:25:27:01,年限が短い国債は安全性が高いって言われていて、年限が長い国債は結構価格が大きく動くので。リスクが高いって言われてんですけど、とはいえ、日本政府がデフォルトしないんだとすれば。,Forest
師田,00:25:27:03,00:25:32:17,日本政府がデフォルトしてる可能性もある考えられるって考えで。,Forest
服部,00:25:32:17,00:25:33:24,考えられると思いますね。,Forest
師田,00:25:33:25,00:25:42:02,そうだ、そういうこともリスク計算をする時に考慮しているんですか？すごく確率は低そうだけれどもあり得るみたいな。,Forest
服部,00:25:42:05,00:25:48:00,経済学者が多いと真面目に考える人もいるんですけど。,Forest
服部,00:25:48:03,00:25:52:04,市場参加者でそれを考えてる人はほとんどいない。,Forest
服部,00:25:52:07,00:25:54:22,そうです。,Forest
服部,00:25:54:24,00:26:03:26,なので、デフォルトしないってことを前提に投資しますか？この辺でそういう場所がない人が。,Forest
師田,00:26:03:26,00:26:05:14,多いそうですね。,Forest
Speaker 4,00:26:05:16,00:26:09:16,動きで人が多いことにも触れていただける。,Forest
服部,00:26:09:19,00:26:18:16,これ今だから金融街ですよね。丸の内そろそろ軸と。その辺よく歩いてました。,Forest
師田,00:26:18:16,00:26:22:19,10年後か働いてらしたんですね。,Forest
服部,00:26:22:21,00:26:39:11,その辺が働いて。そうですそうです。OLストリートって言ってみればこの辺が。みんな知ってるような金融機関が出てくるとされますかね。,Forest
服部,00:26:39:13,00:26:52:16,仕事がのは。普段取る時ってこうやって歩きながらやってます。それが。,Forest
師田,00:26:52:19,00:27:01:12,でも歩いてとるとやっぱりうるさかったりしますか？そんなことが。,Forest
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_4
服部,00:32:45:07,00:32:49:01,今どういう場所にいるかという僕はすごくわかるので、解説。,Tan
師田,00:32:49:04,00:32:51:03,してください。私、マジで分かんないので、そこ。,Tan
服部,00:32:51:03,00:33:16:12,はすぐあっちに東京駅があって、そこ皇居なんですよね。今ここ金融街のど真ん中で、大手町と丸の内のちょうど中間ぐらいです。多分、日本銀行がちょっとあそこにあったじゃないですか。日本銀行の周りに大手金融機関が。,Tan
服部,00:33:16:15,00:33:33:17,集結するという感じで、その周りに必然的に金融機関が多くて、野村證券はそこにあるし、みずほ証券もすぐそこだし、大和証券に関しては、ここのもっとちょっと向こうでこっちに行くと。,Tan
服部,00:33:33:20,00:33:48:11,有名な銀行がある。みずほ銀行もあるし。だから。日本の大企業が、特に金融が集結すると、真ん中。,Tan
師田,00:33:48:13,00:33:49:13,ウォールストリートって。,Tan
服部,00:33:49:16,00:33:56:01,そういう世界ですね。僕もこの辺を歩いていました。,Tan
師田,00:33:56:03,00:34:01:09,今でも歩いてても全然同じことを証券マンっぽい。,Tan
服部,00:34:01:12,00:34:05:00,使い方で的に近いとビジネスもしやすいんですよね。,Tan
師田,00:34:05:02,00:34:13:26,そうですよね。それこそ走って会いに行ける距離という一言が最初にあったってことですかね。その地理的にと。,Tan
服部,00:34:13:28,00:34:19:23,下に頭ができたんですか？わかんないんですけど、そう。,Tan
服部,00:34:19:26,00:34:30:04,日銀を使わないと金融ビジネスってできないようになってるんですよ。僕が誰かにお金を送金するという場合も。,Tan
服部,00:34:30:07,00:34:33:12,日銀の口座を通じてお金を送金するという形になっているんですよ。,Tan
師田,00:34:33:12,00:34:34:29,え、そうなんですそうです。,Tan
服部,00:34:35:01,00:34:45:12,だから日銀が。金融ビジネスの中心になっていて。,Tan
服部,00:34:45:14,00:35:03:14,日銀に口座を開設してもらうと、普通に送金とかもできるんですよ。でも、日銀に口座を作るということで、日銀からのモニタリングと監査をみたいな。監査というとちょっとアレだけど、チェックを受けなきゃいけないという体制になるんですよ。,Tan
師田,00:35:03:17,00:35:07:29,違法なことをしてないかっていうチェックをしているそう。,Tan
服部,00:35:08:02,00:35:13:10,端的に言うと、金融機関が潰れてしまわないかということのチェックを。,Tan
師田,00:35:13:12,00:35:15:15,なるほど受けている。,Tan
服部,00:35:15:17,00:35:49:20,だから僕らは普通にやっている決済も実は日銀がすごく関わって、日銀の業務って中学校で、高校で習う話でいうと、銀行の銀行の政府の銀行と発券銀行というのが銀行の銀行の業務です。銀行。僕は三菱みずほ銀行の口座を持っていて、みずほの口座を持っている人に送金したかったら、自分の口座を使わないとそもそも決済できないので、日銀は偉い。,Tan
師田,00:35:49:22,00:35:54:22,すごいですね。それは他の国でもだいたいそういう役割。政府と中央銀行。,Tan
服部,00:35:54:26,00:36:32:13,おそらくそうです。ちょっと他国はどうかという、完璧には把握できていないけれども、決済を担うという、だから、ちょうど白川さんってそういうこと。総裁だった人の書いた文章を最近読んだ時に、まず僕らが1万円持っているじゃないですか。それを例えばすごい田舎に行っても下ろせるというのは、誰かがそこをどこに銀行券を運んでいるからであって、そういうのも日本銀行がやっています。,Tan
師田,00:36:32:15,00:36:33:29,すごいいろんなことをしている。,Tan
服部,00:36:34:06,00:36:47:05,そうですね。まず銀行券とかの決済をしっかりする。そういう金融機関が潰れないようにする。白川さんは当然だと。最後に、要は物価の安定と金融政策。,Tan
師田,00:36:47:05,00:36:47:20,に。,Tan
服部,00:36:47:22,00:37:01:13,近いことで、たぶん新聞の記事に出てくる日銀の報道のほとんどは、今の物価をどうするために金利をどう変化させるかみたいな話なんですけど。,Tan
師田,00:37:01:15,00:37:05:14,意外と毎日のというか日常を支えるみたいなことをやって。,Tan
服部,00:37:05:14,00:37:09:13,そうそう、日銀の働いている人がほとんど金融政策に関係なく。,Tan
師田,00:37:09:19,00:37:10:07,そうなんですか。,Tan
服部,00:37:10:14,00:37:29:05,そういう銀行の銀行としての日本の金融システムを支えるための衣の仕事をしていることなんですよ。経済学者はみんな金利を上げ下げするとか、物価をどうするという金融政策にすごい関心を持って研究をしているんですよね。,Tan
師田,00:37:29:08,00:37:40:17,だから、あんまりそこら辺、その日常の部分はあんまり研究の質、日銀のそこの部分はあんまり研究の対象にならないとか、みんなも興味を持たないわけですね。当たり前です。,Tan
服部,00:37:40:18,00:37:55:16,どうしてなんですかね、決済とかって。だから、経済学の一つの最近のトレンドというか、大きなトレンドデータを使った研究が多いんですよ。データも。,Tan
服部,00:37:55:18,00:38:13:05,個々人で追跡して取れる研究と、GDPとか1個の時系列方向しかないじゃないですか。だから、よりリッチなデータがあるとより強いことが言えるということになっていくので。,Tan
服部,00:38:13:08,00:38:37:14,実際のデータというのは取りにくいというのもあるかもしれないですけど、僕は使っている研究は政府が。家計とか企業とかに。何かサーベイフォームを提出して、政府が統計を作っていて、それは科研費を取るとそのデータを使わせてもらえるんですよ。,Tan
師田,00:38:37:16,00:38:39:24,統計を取るためですか。,Tan
服部,00:38:39:26,00:38:51:13,それはそのデータを作るということに政府がコストを払ってやっているわけじゃないし、そこを雇う人がそれを学術研究にも活用することで社会を良くする。,Tan
師田,00:38:51:20,00:38:56:18,そういうのはいいですね。社会的な意義が。,Tan
服部,00:38:56:20,00:39:01:18,文化人類学的には、データを使うたに記録を回せないですか？,Tan
師田,00:39:01:20,00:39:26:22,そういう数字を使うよ。もちろんやってる人はやっているはずです。でもどうなんでしょうね。でも数字を使ってデータを取るんですけど、その規模はすごいちっちゃい。一つの家庭とか1家庭とか、一つの村とか、一つの村とかに行って、全部の家を回って、いろんな数字、それこそ。,Tan
服部,00:39:27:00,00:39:28:07,データを作るところがやっていること。,Tan
師田,00:39:28:13,00:39:44:04,を作ることでやってます。その生データを自ら取ってくるのがすごくまず大事を聞いてます。だから何か何円、朝ご飯何円、何を買ったのとか、そういう話を聞いたりする。,Tan
服部,00:39:44:07,00:39:49:00,だから、経済学でいうと、多分開発経済学とかに近いにやっていることですかって。,Tan
師田,00:39:49:02,00:39:55:25,開発と文化人類学と開発のことを嫌いな文化人類学者は結構いますけど。,Tan
服部,00:39:55:25,00:39:57:26,貨幣経済学のことを。,Tan
師田,00:39:57:28,00:40:00:22,やる。それは近いと思います。,Tan
服部,00:40:00:22,00:40:06:20,法学者、ウクライナ系の他の学問の人がいっぱいいると思います。,Tan
師田,00:40:06:23,00:40:21:10,そうなんです。開発開発したところで何になるの？みたい。それって何万人に向けての開発なんだろうと思っている人が、そういう倫理観というか、何が良い社会なのかっていう。,Tan
服部,00:40:21:12,00:40:30:16,アホウドリとかそういう話になったら。そう、そうなんです。そっちはそっちで経済学の人気あるのね。貧困問題を解決したりとか。,Tan
師田,00:40:30:18,00:40:33:09,島を。,Tan
服部,00:40:33:11,00:40:39:03,僕だから、何をやりたいよりも、どこをやった方が強みがあるかという感じで研究を進めていっちゃいました。,Tan
師田,00:40:39:06,00:40:41:10,それにたどり着いたのは国際なんですね。,Tan
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_5
師田,00:43:50:09,00:44:11:13,でも私が話す話が面白すぎて、ずっと聞き役になってしまったんだよね。でも私、すごい気にはなってました。何でしょう。,Caribbean
師田,00:44:11:16,00:44:25:00,金融業界で働いている人たちって、いわゆるトレーダーって言われる人たちって、自分たちがやってることがギャンブル的だなって思ってないのかな？っていうのはすごく。,Caribbean
服部,00:44:25:02,00:44:26:22,思っていると思いますよ。,Caribbean
師田,00:44:26:24,00:44:39:17,そこにもすごい濃淡があるんじゃないかなみたいな。例えば何か本で読んだんですけど、裁定取引とかは一応理論的にはリスクらしいじゃないですか。,Caribbean
服部,00:44:39:19,00:44:52:21,そう、そうです。ただ、化学の変化があったときに、そこに安全性ってどういうことなんですか？今は100円で物を買うじゃないですか。1年後に100円で。,Caribbean
服部,00:44:52:24,00:45:05:00,100円でお金を出して国債を買うじゃないかとするじゃないですか。その時に1年後になると政府から100円貸してもらえるって意味で元本保証なんですよ。,Caribbean
師田,00:45:05:03,00:45:05:24,でも。,Caribbean
服部,00:45:05:26,00:45:23:07,その100円の価格は日中、明日101円になるかもしれないし、99円になるかもしれないんですよ。じゃあもし明日110円になる、110になるってことがわかるなら、100円で買って、明日101日売れば儲けられるんですよ。でも、その商品を最後まで持てば100円なので。,Caribbean
師田,00:45:23:09,00:45:38:29,どうするのが一番だ。どこに向けてるんですか？例えば10年だったら、もっと10年後に元本がもらえるっていう、その先をそこの先と比較して今売るべきかっていうのを常に考える。,Caribbean
服部,00:45:38:29,00:45:44:04,と考えています。だから。,Caribbean
服部,00:45:44:07,00:45:49:22,これが。だからトレーナーとか、またこれ僕はいっぱい話しちゃう。,Caribbean
服部,00:45:49:25,00:46:03:20,何か言ってもらえばと思うんですけど。,Caribbean
D,00:46:03:23,00:46:08:14,僕みたいなところで。,Caribbean
D,00:46:08:16,00:46:11:01,この。,Caribbean
師田,00:46:11:03,00:46:33:26,道なんでしょう。今から10年国債を10年持ち続けるっていう話だったんですけど、そんな私、これ私個人の感覚なんですけど、そんな未来まで、未来のことまで考えてらんないってなっちゃって。私、今のことしか考えられない、というか、夕飯、今日の夕飯とかも考えたくないから。,Caribbean
服部,00:46:33:29,00:46:35:16,貯蓄とかします？,Caribbean
師田,00:46:35:18,00:46:38:22,しないです。でも一回頭を出したことはあります。,Caribbean
服部,00:46:38:28,00:46:39:19,頭で。,Caribbean
師田,00:46:39:21,00:47:16:26,考えて。この頃のめっちゃ落ちた時に買って、結局すごくプラスになって嬉しかったんですけど、そういうリスクも取りたくない。ギャンブルもしたくないですね。私ももったいないので、お金が大事。考えたくないですよ、これ。これをかけたら何円になるのかなって考えるのも面倒くさいし、自分のこの1手が自分のこの1手によって相手がどういう反応するかなとか、そういう何かそういう未来の話みたいなことをコツコツ考えられなくて、トレーダーの人ってすごい怒ってるって思うというか。,Caribbean
服部,00:47:16:28,00:47:45:00,トレーダーの人も逆に国債のトレーディングの場合は、日本が借金をして、それでなんで借金しているかというと、僕らに例えば年金を払ったりとか、インフラを整えたりという行政サービスを提供しているんですよ。その中で生まれる国債がマーケットでトレードされて、1種のギャンブル性を持つっていう社会システムのでは、そういう。,Caribbean
師田,00:47:45:02,00:47:53:01,国債自体は別にギャンブル性はないんですよね。それにそれを扱っている人たちによって何かギャンブル性が付与されてます。,Caribbean
服部,00:47:53:03,00:48:11:28,この本に書かれた通り、何か。大学でサッカー部のマネージャーってたんですよ。サッカー部のマネージャーに最初冒頭書いたんですよ。そのマネージャーのマネージャーのサッカー部の中ですら、何か賭け事をし始めるん。,Caribbean
師田,00:48:11:28,00:48:20:05,じゃないです。だから、そうですかね。それと一緒ですか。それと一緒です。,Caribbean
師田,00:48:20:07,00:48:33:05,でも、それってすごく遊び的だなって思うんですよね。なんでそういうことをしたくなっちゃうんでしょう？ってすごく思うんですよね。私の研究の根源的な問いとして、なんでかけたくなっちゃうんだろうっていうのがあるんです。,Caribbean
服部,00:48:33:05,00:48:34:18,けど、何で考えたくなっちゃうんです。,Caribbean
師田,00:48:34:18,00:48:48:28,かね。私はわかんなくなっちゃって、自分でなんかだんだんかけたくなくなっちゃったので、今でもずっとかけててるフィリピンの人たちをずっと見てるんですけど、お金が欲しいわけじゃなさそうなんですね。フィリピンのこれに賭けてる人たち見ると。,Caribbean
服部,00:48:49:00,00:48:54:19,この星ででもそうですよね。そこでパターンいっぱい人生を棒に振った人だ。,Caribbean
師田,00:48:54:21,00:49:14:05,だからリスクすごくリスクが高いことをわかってて。でもやっぱり参入する目的としてはお金が増えるからって。それがすごく絶対あると思うんですよね。でも、何かやってるうちに、一番目的の一番の目的であるお金がどんどん無意味化してるというか。,Caribbean
