Speaker Name,イン点,アウト点,文字起こし,色選択
谷川,00:04:14:17,00:04:47:22,多分そうじゃない人もいるかもしれないですけど、全部シリアスに聞いてたら成り立たないと思うので、そこは自由に取捨選択して良いと思うんですよ。とは言え、じゃあ全部聞き流して良いかというと、これはそうではないわけですよね。それはいろんな経験とか見識とかを持っている人たちが、実際にそれが必要だと、今現在の知見に照らして発信してくれていることであるので、やっぱり半分はちゃんと真剣に受け取らないといけないんだろうと思うんですよね。,Violet
谷川,00:04:48:00,00:05:01:12,全面的に振り回される必要はないけれども、半分ぐらいは聞き流すっていう、そういう何かバランスが必要なのかなっていう気がしますね。はい。,Violet
谷川,00:05:20:07,00:05:45:22,でもデューイとか教育学でいうと、ごめんなさい、たしかデューイとかルソーとかが言ってるんですけど、上の世代っていうのは下の世代に対して自分たちがこれが必要だって思ってることを教えるんだけど、実際にはその子たちが上の世代になった時に本当にそれが必要だったかっていうと、そうとは限らないってことが往々にしてあるんだみたいなことを言ってるんですよね。,Violet
谷川,00:05:46:00,00:06:10:15,デューイだったらちょうど100年前、ルソーだったらもっと前ですよね。だからそういうもんなんですよ。だからこの手の発言で昔からあったんですよね。何て言うか、ブーカとかって言いますけど、社会の在り方が、世代が変わっていくと劇的に変わっているはずで、ということは、今私たちが重要だと思っていることが陳腐化するかもしれないという危機感というのは昔からあったんですよね。,Violet
谷川,00:06:10:17,00:06:24:17,だから、何か昔から似たような悩みを抱えていて、上の世代は偉そうに言って下の世代、また言ってるわって思いながら、もう半分ぐらいは真剣に受け取って、何かこう社会が新陳代謝していくってことは昔からあったんですよね。,Violet
谷川,00:06:24:17,00:06:43:14,だから皆さんがもし抱えてるかもしれない、その種の悩みを抱えてるかもしれないんだとすれば、200年、300年、人類はそうやってきたんですよね。だから先人たちもそうやって苦しんでたよってするのは、ちょっと楽になるヒントかもしれないなと思います。,Violet
谷川,00:07:20:14,00:07:41:11,現在の会社組織が持っている専門性っていうのはどういうところから理解できるかというと、むしろ社会学でいうとマックスウェーバーという人が言っている官僚制っていう言葉だと思うんですよね。自分たちの業務の範囲をはっきりと決めて、隣には侵食しないで、隣の業務と自分たちの業務っていうのがダブりないようにする。,Violet
谷川,00:07:41:12,00:08:12:20,ダブりがあると2重に余計な仕事をしてしまってることになるので、担当区域をはっきり分けて逸脱せずに、その範囲の中で目的を遂行するっていう分担をすることによって、分業することによって効率よく大規模に仕事を積み上げていけると先例も積み上がるから、もっと効率的に仕事を進行できるっていう、そういうこのタイプの組織のあり方のことを官僚に例えて、官僚制というふうにマックスウェーバーは20世紀の初め頃に言っているんですよね。,Violet
谷川,00:08:12:22,00:08:39:23,とはいえ、これがウェーバーが観察した当時の官僚制って出来上がって間もないものなので、今の霞ヶ関みたいなそういうイメージではないんですよね。もっと牧歌的で、もちろんインターネットもないし、ぎりぎりこう、郵便制度が国内にバッチリ整い始めたぐらいだし、あとはなんだろうな、電信はあったけど、電話はまだ電話交換手とかがいた頃ですよ。,Violet
谷川,00:08:40:00,00:09:11:10,だから私たちがイメージするような情報のスピード感とかはなかったし、情報の総量もなかったので、当時は牧歌的だったんだと思います。官僚制と言っても、今の方がもっと縦割りのシリアスさ、縦割りで専門化して、自分たちが抱えて生み出す、生み出したり交換しないといけない情報の総量っていうのがめちゃくちゃ増えているので、何かさっきは似たような悩みを抱えてるんだよと言ったんですが、現在の方がその悩みっていうのは非常に重たいというのは事実,Violet
谷川,00:09:11:10,00:09:36:08,なんじゃないかなと思います。で、どういうふうにそれをこう、そうやってこう、なんか蛸壺のように細長い、こう外に出られない、何か自分の業務とか専門性の檻の中に囚われた時に、そっからどうやって出るかっていうと、いろんなやり方はあるんですけど、ヒントになるかなと思うのは、本田由紀さんていう社会学者の人。,Violet
谷川,00:09:36:09,00:10:09:07,たしか東京大学ですよね。東京大学にいる社会学者の本田由紀さんっていう人が柔軟な専門性という言葉を作っているんですよね。それは何かいい着眼点だなと思っていて。ちょっと日本のホワイトカラー層とはイメージが違う例なんですけど、本田由紀さんが出してる事例でいうと、介護介護の専門性を身につけたある若者が、結果いろいろあって、たしか料亭だか旅館だかに就職するっていうエピソードを紹介してたんですよね。,Violet
谷川,00:10:09:09,00:10:30:18,料亭高旅館に就職すると、介護のために身に着けた介助するスキルとかっていうのは無駄になると普通は思うんですけど、本田由紀さんによるとそうとは限らなくて、人を介添えするスキルっていうのは、もちろん料亭とか旅館とかには体の悪い人だって来るわけですよね。,Violet
谷川,00:10:30:20,00:11:03:05,そういう人に対する当然のサポートっていうのは、旅館やその料亭にいる誰よりもその人は知見があるわけなんですよ。だから、何か何て言うんでしょうね、生きるタイミングが常にあり得るのでもあれをやってるから、きっとそれは何か別の文脈では全て無駄になるなんて発想を取る必要はなくて、身につけたスキルっていうのを柔軟に応用できる、そういうスタンスを持っておけばいいんじゃないかっていうのが柔軟な専門性という言葉で語っていて、何かを左右することは,Violet
谷川,00:11:03:09,00:11:08:01,あるんじゃないですかね。うん、普通にどんな仕事でもあるんじゃないかと思います。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
谷川,00:11:56:17,00:12:23:13,なるほど。何かやったことないタイプの部門に異動させられるとか、いろんな事情があってやったことない業界に転職するみたいなことがあったときに、これをどう向き合ったらいいのかっていうことだと思うんですけど、まあ何て言うんでしょう、必ずしもネガティブに捉える必要はないんじゃないかなと思っていて。,Rose
谷川,00:12:23:15,00:12:43:08,というのも、何て言うか、やってみたことがないことを向いてるかとか好きかとか、私たちは考えたことがないわけですよね。なんて言うんでしょう、何だろう。例えば、これまでずっとこう事務仕事をしてたのに、突然営業しないといけないみたいなことになったとするじゃないですか。,Rose
谷川,00:12:43:08,00:13:07:18,で、自分はこれまですごくコミュニケーションが下手だと思っているから、営業なんて絶対向いてないって思ってるかもしれないけど、普通に友達と喋るのと営業するのは全然違うわけですよね。だから自分の自認として営業が向いてないと勝手に思ってただけで、案外向いてるかもしれないし、向いてるかどうかとは別に好きになれる可能性というのは全然あるわけなんですよね。,Rose
谷川,00:13:07:20,00:13:25:10,なので飛び込んでみるっていうことは全然悪いことではない。だから事前に体験したことがないタイプのことで不安に思ってるのとすれば、案外好きになれるかもしれないし、向いてるかもしれないっていう可能性に触れるっていうのは全然ポジティブに捉えていいんじゃないかなと思います。,Rose
谷川,00:13:25:12,00:13:28:23,何て言うんでしょうね。,Rose
谷川,00:13:29:00,00:13:40:08,噂話でニンジンを食べるのを怖がってる人がいたとして、食べてみたらいいやんっていう感じですかね。なんかわかんないですけど、なんて言えばいいんでしょう。,Rose
谷川,00:13:40:10,00:14:08:05,食べてみたら実際あんがいけるやんとか、こういう調理法だったらいけるとあって、食べてみたらわかりますよね。で、やっぱり嫌だったって分かったんだったら、じゃあ次の機会を狙って異動の申請をすればいいわけですよね。あれば、その好きになれなさについて、今の部署にいる信頼できそうな人とか、前の部署にいた信頼できそうな人に相談すればいいっていうだけの話だと思うんですよ。,Rose
谷川,00:14:08:07,00:14:21:22,だから、体験したことがなくて、食わず嫌いで怖がっているとかは嫌だって思っているのだとすれば、それはものの見方を変えた方がいいんじゃないかなっていうのを個人的には思いますね。はい。,Rose
谷川,00:14:44:09,00:15:11:20,そうですね。ちょっと何というか、プラグマティズムではなくなっちゃうんですけど、ローリーPAULっていうね、あの人どこの哲学者だろう。英語圏のローリーアンポールって英語圏の哲学者がいるんですけど、彼女がすごく面白い喩えをしていて、今夜バンパイアになる前にって日本語のタイトルで翻訳されてる本の中でバンパイアになるって誘われたらどうしますか？,Rose
谷川,00:15:11:20,00:15:33:07,っていう話をしてるんですよね。これは皆さんの場合だったら、転職とか、あるいは仕事を辞めてとか、つまり飛び込んでみないと全く分かんない体験のことを想像するといいかもしれないです。仕事の例があれなんだったら、別に結婚とか出産とかそういった事例に置き換えても全然いいんですけど、やってみないとわからないんですよね。,Rose
谷川,00:15:33:09,00:15:55:12,やり終わった人の話っていうのはいっぱい転がってるんですよ。起業してみましたみたいな人の体験型、失敗例も成功例もよかったよって言ってる人もいっぱいいるとか、いや、何か大変だったって言ってる人もいっぱいいる。でもこれは自分じゃないから、何か意味はわかるんですけど、体験のレベルではぴんとこないんですよね。,Rose
谷川,00:15:55:12,00:16:11:00,つまり、自分が主観的にそれをどう感じるかっていうことは体験したことがないから、すごくぴんとこない。だからすごく、何て言うんでしょう、大事なのは。,Rose
谷川,00:16:11:02,00:16:36:12,やってみないとわからないタイプのことがあるということですね。これ、ローリーアンポール自身の言葉で言うと、主観的な価値っていうんですよね。つまり、伝聞情報や事前の想像によっては、わからない、体験しないと分かんないことっていうのがあって、何かそれっていうのは飛び込んでみるしかないんじゃないかっていうのが、ある種の答えなんじゃないかなと思います。,Rose
谷川,00:16:36:14,00:16:57:03,何て言うんでしょうね、ちょっとごめんなさい。これは抽象的な説明になっちゃうんですけど、ポールはバンパイアになるかどうかを選ぶっていうときに、私たちができるのは何かバンパイアになるっていうときに考えられることで。,Rose
谷川,00:16:57:05,00:17:29:06,満杯になるっていうときに考えられるのは2種類の方法だという話をしていて、1種類は今の自分のあり方だと。今の自分のあり方が好きだ言って、今の自分のあり方とか考え方とか、現状の生活とか価値観を肯定するっていう方面、つまりバンパイアにならないということを選ぶっていうあり方と、自分のあり方や自分の好みや価値観というのがどのように変化するのか、変化しないのか、いい方に変わるのか、悪い方に変わるのかわかんないけど、それ何か自分の考え方や価値観,Rose
谷川,00:17:29:06,00:17:44:17,の新しい展開っていうのを見てみたいっていう風に思うか。この2種類のどっちを選ぶかってことを考えれば、転職するべきかとか、異動っていうのをポジティブに捉えるかっていう風なことを考えるヒントになるんじゃないかなと思います。まあ言ってること分かりますかね。,Rose
谷川,00:17:44:19,00:18:08:16,つまり現状肯定したいのか、今の自分の価値観大好き。今の自分のものの見方や好みが大好きなんだったら、それは転職すべきじゃないし、異動だってネガティブだって思うかもしれないけど、自分のものの見方や価値観やスキルにある種の変化がポジティブかネガティブかわかんないけど、必要だって思うなら変化っていうのをプラスに捉えられるんじゃないかっていうふうに彼女は言ってるんですよね。,Rose
谷川,00:18:08:18,00:18:19:13,はい。ちょっと長くなりましたけど、何かこれは割と異動とか転職の不安みたいなことを考える上では結構ヒントになることかなと思いますね。,Rose
谷川,00:20:28:01,00:20:57:02,そうですね、何か私が人生のレールを外れる衝動の見つけ方っていう本では、本で語ったことなんですけれども、何か未来から逆算しても仕方がないんですよね。で、さっきの私が説明したローレンポールの考え方もある種似たことを言っていて、これまで自分が築いてきて、今自分がこうだと思っている、大事だと思っている価値観とか、自分のあり方、アイデンティティみたいなものを変更したいかどうかってことですよね。,Rose
谷川,00:20:57:04,00:21:13:04,現状維持でいいんだって思うなら、現状を維持するために全力を尽くすべきだし、何か足りないんだよなとか、いや、何か変わりたいんだよなとか、いや、別の自分がみたいな、新しい自分というのを発見したいなって思うんだったら、やっぱりこれまでやったことないことに挑戦してみるしかないんですよ。,Rose
谷川,00:21:13:05,00:21:35:22,別にそれ仕事でなくてもいいと思うんですよね。趣味でもいいし、友人関係でもいいし、あるいは恋愛とか家族とか、そういったことでもいいんだけど、何か別のことに挑戦するってことを考えた方がいい。このとき、別に未来とかっていう30年後の何か仕事のやり方とか、あるいは逆に子供時代からそうだったからみたいなことはあまり関係がないんですよね。,Rose
谷川,00:21:35:22,00:21:44:23,実は今の自分のあり方をどのように評価するかという視点に立つ方が私はいいと思いますね。はい。,Rose
谷川,00:22:07:03,00:22:12:15,いや、別に100点じゃなくても変わりたくないって思うってことはあり得るんじゃないですか？,Rose
谷川,00:22:13:10,00:22:17:20,何て言うか、何て言えばいいんでしょうね。,Rose
谷川,00:22:17:22,00:22:37:14,例えば学校という、何て言うんでしょう、満額査定できなかったとしても、今やっているこのゲームの中、何て言うんでしょう、例えば今営業職にいて、その営業職の中でもうちょっとだけ向上するっていうゲームを続けたいって、これほぼ現状肯定ですよね。,Rose
谷川,00:22:37:16,00:23:10:13,つまり、今やってるゲームを別に降りるわけじゃないから、そのゲームの中で、つまり価値観を何も変えずに技量とか周囲の評価だけを向上させればそれで良いってこの現状肯定なんですよ。実際に。つまり自分の在り方とか自分の考え方とか、自分とはこういう人間であるっていうことについての考え、自分の持っている考えみたいなものを変更することなく、ちょっとだけスキルが上がったり、評価が上がったり、あるいは給料が上がったりしてるっていうだけで、これってほぼ現状維持なんですよね。,Rose
谷川,00:23:10:15,00:23:29:04,つまり、現状維持っていうのは今の状態を維持するんじゃなくて、私が言ってるのは自分の価値観とか自分の選好ですよね。プリファレンスをそのままにする、自分のアイデンティティーをそのままにするっていうことであって、競合や環境を変えるとか成長するしないっていう話では必ずしもないんですね。,Rose
谷川,00:23:29:06,00:23:40:18,自分の在り方、考え方を変更するか、あるいはそうじゃない自分を見たいか。この2択として転職とか異動を考えるというのはアリなんじゃないかなっていう感じですね。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
谷川,00:24:07:07,00:24:12:18,これマジで由々しき問題ですよね。,Mango
谷川,00:24:12:20,00:24:47:14,IT化って言ってるのをICT化とかって表現したら何か変わってる感じがするけど、私はずっと同じことをやってきてるんですよね。何かこれに3割人の松村太郎さんっていう人が言ってたことなんですけどって言って、色んなサブスクリプションを導入しているけれども、使ってないツールっていうのが、その時話すっていうのが自治体のレベルだったと思うんですけど、めちゃくちゃあるとちょっと正確な数字を、うろ覚えなんですけど、少なく見積もっても半分ぐらいは使われてないんじゃないかという話,Mango
谷川,00:24:47:14,00:25:08:08,を聞いたことがあるんですよね。実際そんな気がするんですよ。つまり、あるテクノロジーを導入したことによってめっちゃ不便になっているみたいなことは往々にして起こっていて、これは何かっていうと、確かにテクノロジーっていうのは問題解決のツールなんですよね。,Mango
谷川,00:25:08:08,00:25:33:06,例えばセキュリティが不安だから、そのファイル送受信のセキュリティの環境を良くするために、ファイル送受信で適切なセキュリティをかけられるソフトを導入しましょう、みたいな感じである。不安とか問題に対してテクノロジーっていうのはアプローチして何かその問題を解決してくれるように思うんだけれども、ここでやってることって部分最適なんですよね。,Mango
谷川,00:25:33:08,00:26:09:01,本来ならテクノロジーって、その環境全体を見つめた上で、実際にこれが必要かどうかっていうのをトータルでデザインした上でじゃないと、あんまり導入する意味がないんだと思うんですよ。もちろん部分最適で構わないタイプのテクノロジーもありますけど、何かあんまり何も考えずに、部分部分だけこうやって個別に何かいろんなテクノロジーをサブスクしていって、トータルでいうとぶっちゃけいらないなとか、現場的にはこういうのもむしろ行為の妨げ、業務の妨げになるんだけどみたいな、そういうの,Mango
谷川,00:26:09:01,00:26:24:11,を導入されちゃってるっていうところがあるんだと思います。つまり、部分最適と全体最適っていう違いがあって、その部分ITすごい狭い範囲での目的とか不安とかにアプローチするっていうことしか考えてないっていうのが最大の問題じゃないかなと思いますね。,Mango
谷川,00:26:24:13,00:26:26:14,はい。,Mango
谷川,00:27:16:05,00:27:23:17,テクノロジーを使うこと自体がめっちゃ目的になってるっていうのはそうなんじゃないですかね。,Mango
谷川,00:27:23:19,00:27:52:20,これはちょっとあれですけど、リアルが今どれぐらいこの動画を見てる人が今どれぐらいこうビビッドに使ってるかどうかはわかんないですけど、ちょっとすごく象徴的な例なので、リアルの話をしたいんですけど、リアルってもともとはコンセプトとしてはその言葉からも分かる通り、ネット上の私たちが交換し合ってるイメージ、言葉とか言葉とか画像とか動画っていうのは、何か美しく作られ過ぎている。,Mango
谷川,00:27:52:20,00:28:17:00,編集されすぎているので、もっとリアルに日常の何か予期せぬ瞬間みたいなものを何かありのまま見せようよ、みたいな、そういうノリがあったわけですよね。だからつまりリアルであるということによってつながるっていうことが実現できるといいよねって言って、確かにそれいいかもみたいな感じになった若者たちが使ってたわけじゃないですか、最初は。,Mango
谷川,00:28:17:01,00:28:47:10,しかし、何か実際には動機としてはそれは入り口としてそうなのかもしれないけど、何て言うか、リアルによってつながらないということは、遅れてしまって不安かもみたいな。つまり、リアルというアプリを通してつながりを得ないと不安だったりするとか、それが実際にリアルなものを映してるかどうかではなくて、とにかく何かリアルを通すとつながり自体にアクセスするっていうことがあるときから目的になっていて。,Mango
谷川,00:28:47:12,00:28:55:23,周囲の環境もぶっちゃけ考えずに具体的に言うと授業中パシャみたいなことがあって、何か学生はやってたりしたんですよね。,Mango
谷川,00:28:56:01,00:29:16:12,何か冗談みたいな話ですけど、全然あり得るってことですね。何の話をしてるかっていうと、テクノロジーって本来は目的があって使ってたわけなんですよ。そういう何か日常のアプリケーションですら目的とか背景ありきで使ってたのが、ずっと使ううちに何かそういう当初の目的なんてことを忘れるわけなんですよね。,Mango
谷川,00:29:16:14,00:29:33:00,SNSなんかもそうだし、それ以外のものもそうなんですよ。何かそれがあるのが当たり前の光景になってしまって。手段ではなくて、何かその手段を使うことが目的になっていってしまうっていうことが往々にして起こることだと思います。,Mango
谷川,00:29:33:00,00:29:50:03,何のためにこれを使ってたのかとか、使うことでどうなりたかったのかとか、どういう背景があったのかとか、使ってた時の何か最初に使ってたときの素朴な楽しさみたいなこととかも忘れちゃって、何か例えばとかでも延々とゴシップを漁るみたいな。,Mango
谷川,00:29:50:03,00:30:24:23,何でもいいんですけど、何か昔は有名人の何か日常とか見て素敵とか何かなんだろう、自分しかこの漫画読んでる人いないと思ってたのに、みんなこんなに感想つぶやいてるみたいな素朴な喜びみたいなものが失われて、何か意味のないゴシップを漁って、それにコメントして何か悪口を書くことがむしろ日常になったりしてるっていう、なんかそういう何の話をしてるか分かんなくなってきましたけど、手段を使うことがめっちゃ目的になりやすいってことですよね。,Mango
谷川,00:31:01:09,00:31:37:12,そうですね。プラグマティズムっていう考え方があって、プラグマティズムっていうのは実験主義ってことなんですよね。仮説を持って、その仮説を実験してみて、その通りだったらひとまずそのままでいいし、その通りでないんだったら、その実験の手法とか仮説とか何らかのものを修正するか、仮説自体を変更するかして、その実験のループっていうのを回していくべきだっていうのを、いろんなレベルで、例えば生き方のレベルとか共同体で共有するレベルとか、場合によるとそのテクノロジーによって実現したい何かっていうレベルでもいいんですけど、これを,Mango
谷川,00:31:37:13,00:32:00:01,実験しながらルーティンを回していこうっていうのがプラグマティズムのコアにあるコンセプトなんですよね。これが特に、スマホのアプリとかのその洗練させていくプロセスにそれっぽいものがあることは確かなんですよ。つまり、テストとかをやったり、あるボタンのサイズとか位置とかを細かく変更する。,Mango
谷川,00:32:00:03,00:32:31:22,変更して、そのバリエーションを複数ユーザーに体験させることで、どうすればクリック率が上がるのかとか、滞在率が上がるのかとか、課金率が上がるのかみたいなことを細かく検証するっていうのは、一見これプラグマティズムっぽいんですけど、これはプラグマティズムの重要なポイントを見逃していて、確かにクリック率を上げる上で、このボタンの位置をちょっと何か2ミリだけ右に動かすといいみたいな事実みたいなことが明らかになって、よーしこれでクリック率が上がったとか、あるいは別のものをもうちょっとだけサイズを,Mango
谷川,00:32:31:22,00:32:50:03,ちっちゃくすれば、よりこの最初の押して欲しいボタンのクリック率が上がるタップ率が上がるみたいなことを何か洗練させていくっていうときに、迷子になっているのは、そういうことを通して何をやりたいんだっけ？っていうすごい上位の目的とか理想みたいなことですよね。,Mango
谷川,00:32:50:05,00:33:23:06,理想が何なのかっていうことを、何かが視界の外に消えちゃってるってことがすごく大きな問題なんだと思いますが、プラグマティズムってもともとやっぱアメリカのそうなので、民主主義ってことをすごく前提にしているんですよ。つまりこの社会、多様な人に囲まれた社会問題に溢れた社会を、どんな風に私たちは作っていきたいのかっていうことをめぐって、多様な意見が存在するわけなんですよね。,Mango
谷川,00:33:23:08,00:33:45:09,だから、特定の誰かがスーパーな権力を握ってコントロールしてみんなを動かすみたいなことをやりたいわけじゃなくて、この社会を運営していく何か共通の理想みたいなものがあるはずで、それは誰も傷つけ合わない方がいいよねとか、もっと他者に何か親切であった方がいいよねとか、そういうレベルの理想なんだと思うんですけど。,Mango
谷川,00:33:45:11,00:34:05:17,何かこういう私のアクションとか他人とのコミュニケーションを通して、どういう社会を作りたいのか、どういう人間に自分たちのなりたいのかというタイプの理想を抜きに、何かこう細かな最適化を繰り返してるだけであって、何か得何なんていう。そう、ファットってやつですよね、英語で言うと。,Mango
谷川,00:34:05:17,00:34:34:03,だから何？っていうポイントを何かがまさに視界から消えてるっていうのがプラグマティズム的なんだけど、しかし重要な部分においてプラグマティズム的でないと言えることかなと思いますね。だからテクノロジーの細かな改善最適化っていうのは非常に一見実験主義的に素晴らしいんですけど、それを最適化して何をやりたいんだっけ？,Mango
谷川,00:34:34:03,00:34:51:18,っていうポイントまで答えてくれるようなテクノロジーっていうのはそんなに多くないんですよね。だから何ていう、そんなことばかり私たちは喜んでアプリとかで使ってるわけですよね。これはもう非常に悲しいことだったと思いますけど。,Mango
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
谷川,00:35:38:03,00:35:58:23,まずエビデンスを取れるものなら取った方がいいとは思ってます。何て言うか、もちろんエビデンスとかデータ、統計を取るっていうことによって見えない事実があるっていうのはそうなんだと思うんですよ。それは当然そうで、私たちの生きている実感というのは数字によって救えないと思うんですよね。,Yellow
谷川,00:35:58:23,00:36:33:09,例えば、もちろん何か生きてる実感に関する統計を取ることはできますけど、そこに個別具体的な思いとか実感というのは当然載りようがないわけで、精神力が測れないものがあるなんて、ぶっちゃけ当然の話なんですよね。だからその上で取れるもんは取った方がいいし、やっぱって人はなぜ数字にこだわるのかっていうと、簡単に経験の個別的な違いを超えて、何かコミュニケーションとしてパンで通じるからですよね。,Yellow
谷川,00:36:33:11,00:36:55:11,私はこんなふうに生きてきたっていう個人のコンテクストを超える力があるっていうのが、やっぱ数字やエビデンスということなので、何かそれを馬鹿にするっていうことは非常によくないなと思います。ただ、これはエビデンシャリズムっていうイズムになっちゃってる傾向もあって、その意味ではめっちゃ警戒すべきだと思うんですよね。,Yellow
谷川,00:36:55:13,00:37:13:00,どういうことかというと、そのエビデンスの取り方、数字の取り方っていうのが妥当なのかっていうことを抜きに、とにかく数字が上がってきたにすれば、それで良いということになっている。これは非常に微妙なことですよね。例えば。,Yellow
谷川,00:37:13:02,00:37:34:01,何て言うんでしょう、企業とかが時々こういろんな調査、市場調査みたいなことで1000人に聞きましたとか、WEBアンケートとりましたとか、色々やってますけど、その質問の項目っていうのの儲け方っていうのは、学問においてもだけこう質問項目によって誘導しないようにとか、いろんな工夫がなされているんですよね。,Yellow
谷川,00:37:34:01,00:38:06:10,そういった知見が社会学とか社会調査のジャンルにはあるんですけど、あんまりそういうのを踏まえずにやられてるっぽい。市場調査とかWEBアンケートでいっぱいあるんですよね。あるいは、じゃあこれはどういう母集団サンプルをどういうサンプル集団に取られ、サンプル集団から採られたデータであって、そのサンプル集団はどういう母集団、そのサンプル集団が帰属するような元になるより巨大な集団を想定しているのかっていうことか。,Yellow
谷川,00:38:06:12,00:38:42:02,その辺が非常に曖昧なまま行われている。調査がエビデンスという名のもとに流通してしまっていることが結構あるんです。あるいは統計だけの話じゃなくて、心理実験とか、あるいは進化心理学の進化心理学的な知見を借りたビジネス書みたいなものが結構世の中にあるんですけど、じゃあこれが具体的にどういう妥当性を持っているのかっていうこと、つまり応用可能な知見なのか、ある人たちにだけ当てはまる知見じゃないのかということを抜きに、結構簡単に一般化されて,Yellow
谷川,00:38:42:02,00:39:13:18,使われていて、心理実験とか進化心理学とかにも過剰な応用過剰な一般化っていうのがめちゃくちゃこうあるんですよね。つまり何が何をやってるかっていうと、私の話してることはシンプルで、個人の生きてきたコンテクストを超えて通用するエビデンスみたいなものを重視するっていうのは非常に当然のことなんですけど、実際には笑のエビデンスとして通用しないものもエビデンスってことになって、この社会ではめちゃくちゃ流通してるし、それを出してきて何か伝家の宝刀みたい,Yellow
谷川,00:39:13:18,00:39:46:02,に周りを黙らせるツールとして流通しちゃってるっていうことそのものはめっちゃやばいなって思ってます。だからエビデンスエビデンスって言ってる人に対して私たちが取れるスタンスっていうのは明確で、本当にエビデンスなのか？ってことを見極めるっていうことですよね。本当にマジでちゃんとしたエビデンスだったらそれはちゃんと聞くべきだし、そうじゃないんだったらもっとちゃんとまともな意味で探しましょう、作りましょう、調査しましょうっていう風に、私たちは一旦は関わるべきなんじゃないかなと思います。,Yellow
谷川,00:40:16:17,00:40:53:07,えーっとですね、直接の答えにはならないんですけど、お勧めの本があって、杉谷一也さんという人の何か光文社新書から出ているアレ自体は政策にエビデンスが必要なのか、何かそんな風のタイトルの人、いや、杉谷一也さんの光文社新書から出てるエビデンスに関する本があって、それが結構オススメなんですけど、何かそれとか、あるいは他の本で杉谷一也さんっていう人が、主に彼は政治とか政策の研究者なので、そのレベルの話をしてるんですが、企業にも応用可能な,Yellow
谷川,00:40:53:07,00:41:17:12,話を色々していて、私が面白いなって思ったのは、エビデンスがあると言っている3さんさんがいるんですよね。それぞれ異なる政策、異なる施策を、政策を実行するべきだっていうことを言ってる。その3さんのどれを採用すべきかってことは、やっぱり人間的な決断によらざるを得ないわけですよね。,Yellow
谷川,00:41:17:14,00:41:35:03,予算のパイとか人員とかも限られてるわけだから、じゃあどれにしようかっていうことを上の人に反抗させる力っていうのが必要なわけですよ。で、これつまり何か誰が勝つっていうかっていうと、根回ししてるとか、コミュニケーションが上手いとか、プレゼンが上手いとか、そういうことによって決まるんですよね。,Yellow
