Speaker Name,イン点,アウト点,文字起こし,色選択
庭本,00:07:25:12,00:08:08:11,それを取締役会だったりとか、トップの方にちゃんと説明できるようにしていきましょうとなった時に、非常にこの戦略に乗せていくっていうことが重要性が叫ばれている。で、そこで重要になってくるスキルっていうのは、人事の知識情報をきちんとエビデンスベースにするだったりとか、数値化していく他の取締役の人事の知識をあまり持ってないような方々にも、きちんと説得的に説明していかなきゃいけないっていうので言うと、やはりこのファイナンスの知識であるとか、ファイナンス人事の方にプラスの,Violet
庭本,00:08:08:11,00:08:44:11,スキルに加えてファイナンスのスキルをあわせ持っておくっていうことは非常に重要なことです。これは人事のトップの人にだけ重要なことなのではなくて、人事部全体がそういう意識改革をしていかないと業務改善も図れないし。なので、今私がいろんな企業でヒアリング調査したり、アンケート調査して見えてきている課題っていうのは、日本企業においては人事労務管理というよりも、むしろやはりこの戦略人事のところにどれだけ教育をしていけるのか。,Violet
庭本,00:08:44:11,00:09:11:00,そうなった時にやっぱりスキルっていうのが融合していかなきゃいけないわけです。人事特有の知識に加えて、それをこう数値化できる知識があったりとか、あるいは事業との関係で説明できるような知識だったりとかっていうことなんですね。なので、そういう意味では、この特定の専門性に加えて、それをこう関連するような分野にちょっとずつ広げていく、そんなところが非常に求められているのかなと思います。,Violet
庭本,00:09:11:02,00:09:17:21,あと、もう1点はですね、逆にこの、何て言うんでしょうか。,Violet
庭本,00:09:17:23,00:10:01:09,ゼネラリスト側の調整的なスキルだけでいいのかっていうことなんですけれども、それはそれでこのスペシャリスト的なところを突き詰めていくっていうのがもう一つと、型人材への移行ですね。この完全なゼネラリストというよりかは、職能を1個持ちながらサブ職能を経験していくっていうような人材を企業側としては増やしていくべきだし、個人側としては、もしジェネラリストの立ち位置で自分がキャリアを始めていく、形成していくってなった時にも、流されるままにではなくて、やはりこの今,Violet
庭本,00:10:01:09,00:10:20:16,の時代は自分の軸って何なんだろう？専門スキル何なんだろうってのはゼネラリスト側も考えておく必要があるかなと。型人材のキャリア形成っていうのを目指していくっていうのは、一つ方向性としてはあるかなと思います。,Violet
庭本,00:11:26:02,00:11:53:10,と。これは何て言うんでしょ。月並みの表現になってしまうんですけど、人によるんですが。なので自己啓発でどんどん色んなことにチャレンジしていくっていうタイプの人もいると思うし、それはそれでいいと思うんですけれども、やはりこの一番あり得るのは、組織的にやっぱ仕事が降ってきてるわけで、そこから外れて色々と挑戦するってのは難しいと思うんですよ。,Violet
庭本,00:11:53:12,00:12:24:09,ですので、その社員側としては、仕事を頑張って全うしつつも。組織の中で注意してみると、割と色々な支援施策ってあると思うんですよね。そのなんちゃら応援プログラムとかなんとか育成プログラムみたいなのとか、自分には関係ないわって思ってるかもしれないですけど、積極的にそういうのはチャレンジする上司とのコミュニケーションを非常に多くしていく。,Violet
庭本,00:12:24:11,00:12:59:17,業務上のやりとりだけではなくて、自分のキャリアに引きつけてコミュニケーションをすると、じゃあこういうのにチャレンジしてみればいいんじゃないか以外にこう相談に乗ってくれる上司っていうのは多いと思うんですよね。で、そういうのをうまく活用していける従業員、社員の方ほど、やはりこう積極的にキャリアを伸ばしていけるっていうのは、私のヒアリングの経験上も見えてきている傾向かなとは思います。,Violet
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_1
庭本,00:13:39:08,00:14:02:23,てください。はい。キャリアを形成していくっていう時には、組織内でキャリアを形成していくっていうこと。これが外部労働市場があまり発達していなくて、内部労働市場の方が発達していた今までの日本企業では通常のことだったと思うんですね。,Rose
庭本,00:14:02:23,00:14:40:20,そして今でも世界的な傾向でいうと、日本企業はやはり内部労働市場の方が発達している。外部労働市場はまだまだっていう現状だと思うんです。転職がしやすくなってきたとはいうものの、それでもスイッチングコストだったりとか、その何て言うか、それこそエンプロイアビリティがどれだけ育ってるかとかっていうところで考えると、転職に二の足を踏むというか、組織内キャリアで頑張った方がいいんじゃないかっていうような方も結構いらっしゃるのが現状だと思うんですね。,Rose
庭本,00:14:40:22,00:15:05:02,で、なのでじゃあその状態で何がポイントになってくるのかっていうことなんですけれども、その組織内キャリアを築いていく時には、企業の中での異動を次々としていく。それを自分の中でちゃんと受容してキャリアを伸ばしていく必要があるわけですよね。,Rose
庭本,00:15:05:04,00:15:51:09,その異動の意味合いっていうのが、本人が納得できるかどうかっていうところが、非常に大きくなってくるかなと思ってますんで、異動は必ずマネジメント側にとっては意味のあることですね。業務遂行のために現在の人員、スキルとそれから仕事の朗人っていうので、適正配置をどんどん行っていくっていう観点から、現在の最適を図るために異動っていうのは行われますし、プラス加えて未来最適というか、ちょっと足りないスキルっていうのを伸ばしていってあげたいっていう、その能力開発の点でも異動っていうのは行われる,Rose
庭本,00:15:51:09,00:16:30:18,わけですよね。んでもう1点は、そういうのはあまり関係ないんだけど、とにかく組織の風通しを良くしたいっていう、そういうマネージメント側からの要請っていうのはあって、それが全部合理性があると思うんです。ただ、それが従業員にちゃんと伝わっていない、納得し得るような形で説明がなされないっていうような場合が、どうしようか、ここで組織内キャリアを築いていくっていいんだろうか、納得できないってような気持ちがこう鬱々と溜まっていくっていうような状態なわけですよね。,Rose
庭本,00:16:30:20,00:17:01:18,ですので、これまで以上に企業側は異動の必要性、それが本人にとってどういう意味があるのか、特にその能力開発の面から異動するっていうような場合には、説明することが非常に重要になってくるかなと思います。何かこう、今まで頑張って営業で成績を上げてたのに、急に何か企画の方に回されたとかですね、よくそういう話を聞くんです。,Rose
庭本,00:17:01:20,00:17:28:01,で、到底納得がいかないみたいな。でもそれじゃあ会社にとっては非常に意味のあることで、でも本人には伝わってないみたいな非常に残念な状態が起きてることもあって、それをこれまでだったら上司命令だからとか会社命令だから従うしかないで済んでいたところをきちんと個々の人達に合わせて説明していくってことが必要になってくるかなと思います。,Rose
庭本,00:17:28:02,00:17:51:01,で、逆にその個人がもう。どうしてたんですかってことを、やはり上司だったり組織だったりにちゃんと聞きに行けるような間柄を普段から作って構築しておくっていうことの重要性が高まっているのかなというふうに思います。,Rose
庭本,00:18:47:11,00:19:17:17,これは経営学の古典的な理論で、もう既に明らかにされていることではあるんですが、組織の目的と個人の目的は絶対に一致しないっていうことなんですね。それを前提としながら、組織は個人に指揮命令を行う。だから個人の動機とか個人の目的っていうのは絶えず違うところにあるっていうことを意識しておかなきゃいけないし。,Rose
庭本,00:19:17:19,00:19:47:15,で、そうした時にでも一致しないんだけど、組織の目的っていうののために個人を結集しなきゃいけないってなったら、じゃあどうするの？っていう一般的な問題に行き着くんですが、インセンティブをいろいろとやっぱり出していく必要があるわけですよね。ここをちょっと我慢してね何だけど、あなたの目的としている他のモチベーションを満たしてあげられるインセンティブが、他のところで与えられますよ。,Rose
庭本,00:19:47:17,00:20:19:19,だから今で言うと、転職し得るためのエンプロイアビリティをどんだけこう積めるか、会社の中で積んでいけるかみたいなことは、若い人達にとって非常に興味のあることだと思うんですよね。そういう機会っていうのをちゃんと企業の中で用意してあげますよとか、どんな異動があったとしてもとかですね、あるいは多様な人材が今増えてますから、その働きやすい環境っていうのは非常にインセンティブとしては魅力的なわけです。,Rose
庭本,00:20:20:00,00:20:51:22,働きやすい場所とか空間とかっていうのを用意してあげますとかね。そういう多様なインセンティブをどれだけ会社が用意して、で、その上で、ここの部分ではちょっと納得できない部分があったとしても、でもあなたの個人的な目的、個人的にこうしていきたいっていうような、この人生設計には割とプラスに働きますよみたいなことをどれだけアピールできるかで、うまくいってる会社はそれがアピールできてるんだと思うんですよ。,Rose
庭本,00:20:51:23,00:21:08:15,個人も納得してる。で、どれもが納得できなくなった時に、個人はもう離れていくと思うんですよね。そういうメカニズムかなと理解してます。,Rose
庭本,00:21:32:20,00:21:56:00,それも何と言うんですかね、本当に多様になったなっていう印象です。今までは日本企業共同体的な、家族的なところがあって、個人がそこに入っていきますよ。明らかに組織の方がパワーが大きかったわけですよ。でも、そういう人達もまだまだいらっしゃると思うんですよ。,Rose
庭本,00:21:56:02,00:22:19:19,その新卒であっても、若い人達であっても、学生と実際に話をして、メンバーシップ型の方がずっといいっていう学生がすごく多いんです。実はジョブ型でバリバリとか。頑張って転職も繰り返しながら、そのジョブっていうので自分はやっていきたいんだっていう学生は意外に少ないんですよね。,Rose
庭本,00:22:19:19,00:22:40:04,ただ、でも一方でそういうメンバーシップじゃなくて、組織と個人は同等で、個人が逆に組織を選ぶんだ、ジョブによってみたいな、そういう学生も増えてる。で、もっと年配の中堅どころの方たちにも、そういう意識の持っている方っていうのはすごく多くはなってると思うんですね。,Rose
庭本,00:22:40:04,00:23:13:07,従来に比べると。そういう意味で言うと、非常に従業員の意識だったりとか姿勢っていうのが今までよりも多様化してるんだと思うんです。どっちかに映ってるっていうよりかは一様に個人をマネージメントできていた時代から、組織と個人が非常に対等な立場で考えてる人たちもいるし、やっぱりこの組織にお世話してもらうっていうような人達もいるし、っていうように、本当に多様になってるのかなっていう印象です。,Rose
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_2
庭本,00:24:04:05,00:24:59:12,変化に適応していく、対応していくっていうのが学術の世界では1980年代の後半ぐらいから盛んに言われるようになり、それを概念化したのが1990年代ぐらいになります。それがダイナミックケイパビリティっていう組織の変化、適応能力っていうものなんですけれども。で、それが日本で非常に受け入れ、学術の世界でもこう言われるようになったり、ビジネス界隈でも大事だよね、大事だよねって言われたり、ちょっとブランクがあって、2000年代入って中程ぐらいかなっていうような感じなんですね。,Mango
庭本,00:24:59:14,00:25:29:04,2010年台ぐらい非常に言われるようになってきたのかな。そして今になって続いているみたいな印象を私としては持っているんですけれども、これは人事の世界でも、人事のマネージメントをしっかりとやっていれば、PDCAを回していればそれでいいよっていうところから何か戦略に変動連動させて、どんどんと絶えず変革していかなきゃいけないんだよみたいなことが言われ始めたのもそうなんですね。,Mango
庭本,00:25:29:04,00:26:04:07,2000年代の2010年代ぐらいからすごく言われるようになってきて、今もやっぱり言われてる2020年代になってからも言われてるってことで、日本企業的にはその変化にやっぱりついていかなきゃいけないっていうのが潮流なんだと思うんです。で、でもそれをこう、何て言うか、言葉額面通りに変化しなきゃ、変化しなきゃっていう風に捉えると大変だなっていうのが、私が見たところの印象です。,Mango
庭本,00:26:04:09,00:26:53:06,つまり、ダイナミックケイパビリティ組織がどんどん変化していかなければいけないっていうのは。表裏一体のものというか。実はそのダイナミックケイパビリティがうまく機能するには、組織の中で通常に働いている、通常にマネジメントを回しているPDCAの部分ですねを回しているような能力をオーディナリーケイパビリティと言うんですが、それがきちんと機能している中で、それでもなおその通常能力が慣性化していくとかですね、組織の完成と言われるものですけれども、していったときに、やはり変化しなきゃいけない。,Mango
庭本,00:26:53:06,00:27:13:18,その変化しなきゃいけない時に一歩踏み出せるような力っていうのが必要だよねっていう、そこの部分が変化、適応能力なわけですよね。だから、何でもかんでも何か日常業務を絶えず変えていかなきゃいけないとか、そういう意味では決してなかったはずであると。なのでそういうところをですね。,Mango
庭本,00:27:13:20,00:27:33:05,少しこう学術的なところでも、もう少しこの元々の概念ってそういうものじゃなかったんだよと、いうのは私たちもはっきりとさせていくべきだったかなというのは感じているところです。,Mango
庭本,00:28:22:20,00:29:00:23,通常のその業務内、それは通常のオーディナリーケイパビリティが働いている場面ということになりますけど、それはきっとこのルーティンを改善していこうっていう程度の変化ってことですよね。それは毎日の業務改善としてあり得ると思うんですけれども、それが改善でなければならないので、何かこうはやりのEX蚊帳とか、あとAIの波に乗ってとか言って、こうすごくそのツールだけを取り入れて業務改善になってるんだろうかっていう話ですよね。,Mango
庭本,00:29:01:04,00:29:34:03,何かこう変化しなきゃいけないとか、変化に適応していかなきゃいけないっていうところの次元を何か間違ってる気がするというか。通常の能力を高めていく、改善していく、ルーティンをこう洗練させていくっていう改善を毎日行われると思うんですが、それはおそらくその実践の何て言うか微細な改善なのであって、システムを何か一気に導入しまして、そして変わりますっていうようなお話ではなかったと思うんですね。,Mango
庭本,00:29:34:03,00:29:45:09,だから究極そういうものは不要であるということにもなるのかなと思います。,Mango
庭本,00:30:16:10,00:30:45:02,それでもなお会社として変えていかなきゃいけない部分っていうのがあって、それこそ新しいシステムを導入したいですとか、ツールのレベルでも、もう変えていきたいんですっていうような時に考えなきゃいけないのは、その変えることのコストですよね。つまり、変革するってのは非常にどんな変革であっても、改善レベルであっても結構パワーが要るがいるんですよね。,Mango
庭本,00:30:45:03,00:31:15:23,で、そのエネルギーを出してでも改善したいと思うものなのかどうかっていうのが、一つのエコ判断要素になるわけですね。変えていくっていうときには。で、じゃあ変えていきましょうって意思決定をした時に、何に気をつけなきゃいけないのかっていうと、現状で利益を得ている人たちがたくさんいるっていう、この当たり前の事実をすっ飛ばして変えましょうってなると、現状利益を得ているとそれをなくせというのか。,Mango
庭本,00:31:16:05,00:31:53:04,そして新しく変えたことによって我々はどんな利益を得られるというのが、そこを全く頭に入っていない状態で、上から命令されても到底それはいやですよね。その状態を前提と。だからした上で変えるとどんないいことがあるのか。もし変えなかった場合と比べてこれだけの利益が入ってくるんだみたいなことを、ちゃんと数値化だったりとか、共通の言語で表した上での変革っていうのが必要になってくるかなと思います。,Mango
庭本,00:31:53:09,00:32:24:05,現場に利益を得ていらっしゃる方々、それを、その利益を失うわけですから、人は変わりたくないものですから、それをわかった上で、それでも変えなきゃいけないっていうことを、何か非常に変革のステージってめちゃめちゃ長いと思うんですよ。人事の制度を1個変えるにしても、その前段階の説得プロセスっていうのをめちゃめちゃやってる企業さんが結構多いですよね。,Mango
庭本,00:32:24:05,00:32:33:12,5年10年かけてやってますみたいで、非常に長い時間がかかるものなのかなと思っています。,Mango
庭本,00:33:14:02,00:33:43:11,変えなきゃいけないって分からせるってことが一番大事なんですよね。変革のステージでは一番最初だから危機意識だったりとかっていうところなんですけど、それは日本語で言っても分からないですよね。同じ日本語を使ってる人たちですけど、要は仕事が違うからやってる仕事が違うから、その仕事を背景にした言語でみんな暮らしているので。,Mango
庭本,00:33:43:13,00:34:05:19,なので違う分野の違う分野の仕事をしてる人だから、人からこう何か言われても全然意味が通じなかったりとかするっていうのは会社あるあるかなと思うんですね。で、一つヒアリング調査で興味深かったのは、じゃあそういう時どうするんですか？,Mango
庭本,00:34:05:20,00:34:30:14,もう可視化ですよね。で、分からせるんですよっていう状態ですね。例えば、社員食堂の中にこう、もし何かを変えなかったら、こういうやばいことが起きるよっていうことを分からせるために、在庫の山をどんどん築いていくっていうことなので、そのお昼ご飯を食べるスペースがどんどんちっちゃくなっていく。,Mango
庭本,00:34:30:20,00:35:01:12,こういうことやってっていう、それを実際に獲って思えば話なんですけれども、現実されている会社だったりとか、分からせるっていうこと、そして分からせるっていうよりかは、みんなで分かっていくってことだと思うんですけど、それが共通の認識になる。そのための努力をどんな形最初にしてるかによって、変革っていうのがうまくいくかどうかっていうのが変わってくるかなと感じています。,Mango
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_3
庭本,00:35:56:06,00:36:36:21,そうですね。まず大前提にあるのは、やはり数字を尺度化したり、数値化したり、それをKPI化していこうっていうことは、そのさっきの話でいう共通言語としては非常に明確で、みんなが納得しやすいものではあると思うんですよね。だから、私はなるべくやっぱり測れるものは測っていこう、そして数値化していこうっていうのは、何て言うか、その大前提としては、それはそうだろうと思うんです。,Yellow
庭本,00:36:36:23,00:36:40:02,非常に。,Yellow
庭本,00:36:40:04,00:37:01:20,いろんなこの背景、バックグラウンドを持ってる人達が一緒に仕事をするっていう、組織としてそれで成果を上げていかなきゃいけないってなった時に、マネジメントが考える。じゃ、共通の言語って何ですか？ってなったら、それはやっぱりこう数値だったりとかになってくるのは当たり前だと思うんですね。,Yellow
庭本,00:37:01:22,00:37:39:12,で、だからその数値化しちゃいけないっていう話には到底ならないと思うんですよ。でも他方で、その数字の持つ威力っていうか怖さっていうのも、やっぱりしっかりと意識しておく必要があるかなと思います。一旦数値化されると、やはりそれに引きずられるように、いろんな意思決定がそれによって計られるし、で、人はその、何て言うんですかね、上を見た時にパッてどこに目が行くかって、グラフとか表とか数字が書いてるところですよね。,Yellow
庭本,00:37:39:12,00:38:03:17,文章なんか誰も見ないみたいな状況なわけですよ。それだけ数値ってのは威力があるんで、また数値化しやすいものに寄っていくというか、もう測れないものは目をつむってしまうというか、数値化しやすいものを測ろうとするっていう、何かこうよく分からないパターンになってしまうわけですよ。,Yellow
庭本,00:38:03:19,00:38:32:03,っていうことのリスク、そういう可能性があるっていうことは、絶えずこのホントの意識しておかなければいけないかなと思っています。なので、議論をする場が非常に重要だなと思っていて、その数値を見て、はい、OK、OK、意思決定っていうことではなくて、その数値ってのは一つの材料なので、この数値って何を意味してるんだろうかとかですね。,Yellow
庭本,00:38:32:05,00:38:52:19,その数値の裏には何があるんだろうかっていうようなことをコミュニケーションとしてずっとやっていく必要はあるかなと思うんですね。KPIにしていくっていうのは、もうそれとコミュニケーション質的なコミュニケーションとセットであることが非常に重要かなと思っています。,Yellow
庭本,00:38:53:01,00:39:18:04,私が今ある会社の社外取締役をさせていただいてるんですが、そこでも取締役会の議論だったり、その取締役会の前の事前説明会みたいなものがあるんですけど。で、そこではもちろんその時の数値とかっていうのがすごく出てきます。,Yellow
庭本,00:39:18:06,00:39:36:10,最終的にはそれで判断しなきゃいけないわけですけれども、なぜそれに、その数値になっているんだろうかっていうようなことは、それはどういう意味があるんだろうかっていうのは、絶えず議論をするようには心がけていますし、実際そうなっているかなと思っています。,Yellow
庭本,00:40:17:14,00:40:52:05,を人事の分野でも情報化、数値化の流れっていうのはすごく必然的なものになっておりまして、どんどん測れるものを測っていこうっていう流れになっています。ですので、例えば従業員の頑張り度とか、何かそういうのもエンゲージメントって、そしてそのエンゲージメントをワークエンゲージメントっていう形で、仕事活力とか何かそういうもので尺度化していってみたいなことをやらざるを得ないんですよね。,Yellow
庭本,00:40:52:07,00:41:31:15,で、その流れで思うのは、避けられないとしても、これってどういう尺度で測っているんだっけ？とかって絶えず立ち返ることは必要なんですよね。こういう尺度で測ったからこの数値が出てくるんだね。何か別の尺度で測ったら、別の数値が出てくるかもしれないじゃないですかっていうようなことを、特に人事の従業員の心理状態だったりとか、いろんなこうスキルだったりとかですね、っていうのを、こう数値化尺度化して数値化をはかっていくっていう流れはあったとしても、往還,Yellow
庭本,00:41:31:15,00:41:59:14,っていうか、立ち返る数値と、それからその尺度化とその尺度化の前の現象ですね、そこを交換していくっていうことは、他の領域よりも重要なのかなと思っています。はい。以降以上に企業のヒアリング調査だったり、人事アセスメント作成の。,Yellow
庭本,00:41:59:16,00:42:29:16,私が協力させていただいたところで印象的だったのは、人事アセスメントは尺度化して数値化をはかっていくわけですけど、そうすると人にはいろんな能力があるのに、その平均みたいなのが出されるわけですよね。平均っていうのは単なる平均なのであって、その平均より低い数値が出たり高い数値が出たりしても、それって個性なわけですよね。,Yellow
庭本,00:42:29:18,00:42:51:16,高いからいいとかっていうものではなくて、低いからダメだっていうわけでもなくて。だけど従業員の方は、そのアセスメントが一旦こう返ってくると、平均に目を奪われて、自分がもしその平均より低い数値が出てた、例えばあるスキルで何かそういうのが出てたとすると、必死に上げようという、そういう努力をするわけですよ。,Yellow
庭本,00:42:51:18,00:43:12:19,でもアセスメントは何のためにあったかっていうと、人のスキルの多様性っていうのをプロットするためにあったはずなので、もしそのスキルが平均より低い数値が出てたとしても、上げるっていう話ではなくて、じゃあそのスキルが低かったじゃあ別のスキルはどうなんだろうか？,Yellow
庭本,00:43:12:22,00:43:39:09,いや、そこは高かったねとかってような自分の強みとかを探すためのツールだったはずなんですよね。なのでその数値っていうのにだけに目をとらわれると、非常にこの組織としても個人としてもかこう幸せな方向にはいかないんだろうなっていうのは、人事に関わっている研究職の身としては感じているところです。,Yellow
庭本,00:44:27:08,00:44:43:21,はい。なのでその数値化の流れが避けられないのだとすると、それをうまく利用してやろうっていう主体的な行動を起こすっていうのが一つですよね。それをうまく利用していくと。,Yellow
庭本,00:44:43:23,00:45:17:03,個いいなあと思ったのが、そのアセスメント評価。数値学と並んでいるものを、それをもらって自分の中でじゃあを組織に上げていかなきゃみたいな、そういう利用の仕方ではなくてですね、それを上司と部下とのランチミーティングだったりとか、ワンオンワンだったりだったりとかって、いろんなコミュニケーションの場面っていうのが設定されていると思うんですけれども、そこに持ち込んで、自分こんなんだったんですけど、これ見てどう思います？,Yellow
庭本,00:45:17:09,00:45:44:13,とかっていうフランクなところから話を始めてですね。そうするといや、これ、ここはこういう数値だけど、こっちこういう数値だよね、これってどういう相関があるんだろうねとか、自分では気付けなかったような視点っていうのを多くの人いてくれるものです。なのでその何て言うか、いろいろなコミュニケーションの場に積極的に自分がそれを持ち込んで話をしていけばいいのかなと。,Yellow
庭本,00:45:44:15,00:45:57:18,うまい利用の仕方ってあるかなというふうには思っています。,Yellow
,00:00:00:00,00:00:10:02,--- 20s GAP ---,GAP_4
庭本,00:46:22:02,00:46:25:18,会議は。,Lavender
庭本,00:46:25:20,00:46:44:05,何のためにあるのかっていうところですよね。会議のための会議じゃ意味ないですし。またその会議というからには何人かの人が集まっているわけですから、一人で考えるよりも、その全員で考えた方がいい意思決定が得られるから会議をしているんだと思うんです。,Lavender
庭本,00:46:44:07,00:47:31:06,なのでそういう意味で生産的であることが必要ですよね。そういう会議っていうのがどんな状態かなっていうのをイメージしてみたときによく言われるのが、ちゃんとそのメンバー間でコラボレーションが生まれていることと言われます。で、コラボレーションっていうのは、単にコミュニケーションが行われているのではなくて、お互いに持っている専門性だったりとか、情報だったりとか、視点だったりとかっていうのが、相互補完的に組み合わされて、より良い意思決定がなされていくっていうことがコラボレーションの定義だと思うんです,Lavender
庭本,00:47:31:06,00:48:00:18,けれども。なのでポイントは情報とか知識っていうのがどれだけそのいろんな視点から出てきたかっていうことですよね。単なるコミュニケーションじゃなくて、コラボレーションが必要なわけです。で、このコラボレーションがきちんと生じているっていうのが、会議が生産的であるっていうことですよね、その状態としては。,Lavender
庭本,00:48:00:20,00:48:22:13,なので、何かこう、会議で一番偉い人がワーって言ったことをはいはいはいて聞いて終わるみたいなのは全然やっぱり違うますよね。で、でも往々にして私もいろんな組織体で経験するんですけど、ずっと沈黙して聞いてはいて終わりみたいな。,Lavender
庭本,00:48:22:15,00:48:45:22,何かそういう会議体ってのもやっぱりあって、何のためにやってるんだろうみたいなのがあって。なんでだからリーダーの独演会で終わっちゃうんだろうか、なんでコラボレーションが生まれないんだろうっていうところに思考が次に進んでいくわけですけど、その、なぜなんだろう。,Lavender
庭本,00:48:46:00,00:49:34:18,これは学術の世界では1個言われてる概念があって、心理的安全性近年ビジネス界隈でも非常に有名になった概念かなと思います。もともとはエドモンドソンという人がその集団の中で意見を言うっていう対人関係のリスクを取ってでも嫌われないかなとか、こんなこと言って怒られないかなっていうような対人関係のリスクがある中で、それを取ってでも異なる考えだったりとか、意見っていうのをこう言えるような心理的な土台っていうのが集団の中にあるっていうことが必要で,Lavender
庭本,00:49:34:18,00:49:58:08,ある。なのでその組織会議体の中で、まず会議が始まる前に心理的安全性が構築されているっていうことが必要不可欠かなという風には思っています。,Lavender
庭本,00:50:41:05,00:51:02:09,王道、王道っていうことで言うと、心理的安全性はまず権限がある人、そこにいるリーダー的な人ですねが、まず土壌を作る必要があるってことは言われています。リーダーが。,Lavender
庭本,00:51:02:11,00:51:25:18,やはりリーダーと他の人達との間には権限関係があるので、いくらフラットな組織であってもあるので、なかなか言い出しにくかったりとかしますよね。他のメンバーは。だからこそリーダー自身が自分をこうある意味は下げるというか、自分こんなにできないんだよね、助けてくれない？,Lavender
庭本,00:51:25:20,00:51:57:18,みたいな雰囲気を作り出す、積極的に作り出していくっていうこと。自分を助けてほしいんだっていう目線で他のメンバーに接していくことが、会議でも決定事項のようにリーダーがバーッと説明して終わるみたいなのでは、もう全然心理的安全性は築けていなくて、こういう問題があるんだけど、今自分は困っているんだっていうところから話がスタートしないと、なかなかその心理的安全性っていうのは構築できないなというところなんですね。,Lavender
庭本,00:51:57:20,00:52:35:13,なので第一義的な責任っていうのは、リーダーにある心理的安全性の構築するっていうことはリーダーに課せられていると思います。でも、じゃあ他のメンバーはそれをただ待ってればいいのかと言う話なんですが、そうではなくて、これも2つほどあるかなと思ってるんですが、1個は自分を無視できないような特有のパーソナリティーだったりとか、スキルだったり、情報知識っていう自分にしかないようなものをどんどん身につけていくっていうことが一つあるかなと思いますが、そのコラボレーションが,Lavender
庭本,00:52:35:13,00:53:04:03,生まれるっていうのは、情報とか知識っていうのを掛け合わせなので、それを他の人にはない特有の、何か自分にはしかないようなものを持ってるっていう人に発言を求めますよね。そういう人に自分はなれるかっていうことですね。それは単に専門性が高いとかそういうところだけではなくて、パーソナリティの部分だったりとか、キャラだったりとかっていうのもあると思います。,Lavender
