filename,start_sec,duration_sec,role,character,text,gap_after_sec
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-012-NA.mp3,97.040,15.312,NA,NA,嵐の中で揺るがない岩のように、ただ静かにコーヒーを飲んでいる。その姿を見て、私は思い出しました。部長のデスクにいつも置かれている、あの古びた文庫本のことを。,0.662
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-013-NA.mp3,113.014,10.488,NA,NA,時は2000年前、ローマ帝国。当時最大級の版図を誇る帝国の頂点に、一人の哲学者皇帝がいました。,0.538
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-014-NA.mp3,124.040,3.912,NA,NA,マルクス・アウレリウス・アントニヌス。,0.426
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-015-NA.mp3,128.378,16.824,NA,NA,昼は蛮族との戦い、疫病への対処、元老院との駆け引き。夜はテントの中で、ろうそくの灯りを頼りに日記を書く。後に『自省録』と呼ばれることになる、自分自身との対話。,0.666
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-016-DL.mp3,145.868,7.056,DL,マルクス・アウレリウス,「私たちがコントロールできるのは、自分の心だけだ。外的な出来事ではない」,0.744
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-017-NA.mp3,153.668,5.880,NA,NA,戦場で書かれたこの言葉が、なぜ現代のオフィスで甦るのでしょうか。,0.478
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-018-NA.mp3,160.026,9.744,NA,NA,紀元前3世紀のアテネ。石柱の並ぶ回廊では、ストア派の哲学者たちが静かに語り合っていました。,0.530
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-019-NA.mp3,170.300,6.000,NA,NA,「ストイック」の語源となったその思想が向き合っていたのは、一つの問いです。,0.498
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-020-NA.mp3,176.798,4.824,NA,NA,「何が自分の力の及ぶ範囲で、何がそうでないか」,0.442
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-021-NA.mp3,182.064,11.928,NA,NA,私たちは日々、コントロールできないことに心を乱されています。上司の機嫌、クライアントの要求、市場の変動、他人の評価。,0.582
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-022-NA.mp3,194.574,11.640,NA,NA,でも、本当にコントロールできるものは何でしょう？それは、自分の判断、自分の選択、自分の行動。ただそれだけ。,0.862
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-023-NA.mp3,207.076,17.376,NA,NA,ストア派の哲学者たちは、外的な嵐に内的な静けさで応じる技術を磨きました。彼らはこの境地を「アパテイア（apatheia）」と呼びました。それは無感動ではなく、揺るがない内なる平静です。,0.718
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-024-NA.mp3,225.170,6.840,NA,NA,興味深いことに、地球の反対側でも、これと響き合う智慧が生まれていました。,0.494
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-025-NA.mp3,232.504,8.592,NA,NA,古代インド、紀元前4世紀から紀元後4世紀頃に成立したとされる『バガヴァッド・ギーター』。,0.526
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-026-NA.mp3,241.622,6.600,NA,NA,戦場で戦うことを躊躇する王子アルジュナに、クリシュナ神が説いた教え。,0.486
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-027-DL.mp3,248.708,8.184,DL,クリシュナ,「汝の職務は行為そのものにあり、決してその結果にはない。行為の結果を動機としてはならない」,0.780
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-028-NA.mp3,257.672,8.880,NA,NA,これは無責任ではありません。結果への執着が、かえって最善の行動を妨げるという洞察です。,0.522
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-029-NA.mp3,267.074,10.320,NA,NA,全力を尽くしながら、結果には執着しない。この「カルマ・ヨーガ」の教えは、ストア派の思想と美しく共鳴します。,0.562
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-030-NA.mp3,277.956,10.464,NA,NA,どちらも、自分がコントロールできること——つまり自分の行為——に集中し、コントロールできない結果は、宇宙の摂理に委ねる。,0.590
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-031-NA.mp3,289.010,9.192,NA,NA,西洋の理性と東洋の献身。アプローチは違えど、揺るがない内なる平静への道を示しています。,0.522
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-032-NA.mp3,298.724,7.704,NA,NA,そして21世紀。最新の脳科学が、古代の智慧を証明し始めました。,0.474
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-033-NA.mp3,306.902,18.816,NA,NA,fMRI（機能的磁気共鳴画像法）で脳を観察すると、興味深いことがわかります。コントロールできないことを「できない」と認識した瞬間、前頭前皮質の過剰な活動が収まり、扁桃体の興奮も鎮まっていく。,0.730
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-034-NA.mp3,326.448,10.008,NA,NA,認知的再評価。現代心理学が名付けたこの現象は、まさにストア派が2000年前に実践していたことでした。,0.550
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-035-NA.mp3,337.006,8.472,NA,NA,でも、ここで重要な問いが生まれます。「受け入れる」と「諦める」は、どう違うのでしょうか？,0.826
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-036-NA.mp3,346.304,10.008,NA,NA,19世紀のドイツ。激しい頭痛に苦しみながら、アルプスの山小屋で思索を続ける一人の哲学者がいました。,0.546
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-037-NA.mp3,356.858,15.504,NA,NA,フリードリヒ・ニーチェは生涯、病気と貧困に苦しめられました。愛する人との関係に苦しみ、同時代の人々には十分に理解されず、晩年は精神的な病に苦しみました。,0.654
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-038-NA.mp3,373.016,6.192,NA,NA,でも、その苦しみの中で、彼は驚くべき思想に辿り着きました。,0.466
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-039-DL.mp3,379.674,7.752,DL,ニーチェ,「運命愛——私の公式はこうだ。人生から何も取り去ろうとせず、必然を愛することだ」,0.760
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-040-NA.mp3,388.186,15.312,NA,NA,彼はこれを「アモール・ファーティ（Amor Fati）」と名付けました。起こったことを単に受け入れるのではなく、それを愛する。苦しみさえも、私たちを作る大切な要素として抱きしめる。,0.710
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-041-NA.mp3,404.208,9.576,NA,NA,これはストア派の静かな受容を、さらに一歩進めた思想でした。諦めではなく、究極の肯定です。,0.526
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-042-NA.mp3,414.310,5.016,NA,NA,あの部長の静けさの秘密が、少しずつ見えてきました。,0.450
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-043-NA.mp3,419.776,18.936,NA,NA,彼は諦めているのではない。彼は、自分にできることと、できないことの境界線を、正確に知っている。そして——もしかしたら、この炎上プロジェクトさえも、チームを鍛える機会として、密かに愛しているのかもしれない。,0.750
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-044-NA.mp3,439.462,12.456,NA,NA,これは逃避ではなく、戦略的な智慧。限られたエネルギーを、最も効果的な場所に集中させながら、起こる全てを成長の糧にする技術。,0.594
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-045-NA.mp3,452.512,9.576,NA,NA,プロジェクトは、なんとか納期に間に合いました。完璧ではなかったけれど、私たちにできる最善を尽くした。,0.550
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-046-NA.mp3,462.638,13.392,NA,NA,疲れ切った顔の中に、ある種の充実感が漂っています。それは単に仕事を終えた安堵感とは違う、もっと深いところから湧き上がる静かな満足感でした。,0.626
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-047-DL.mp3,476.656,6.720,DL,マルクス・アウレリウス,「未来に心を乱されるな。今日を生き抜いている理性が、未来にも通じる」,0.736
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-048-NA.mp3,484.112,13.224,NA,NA,2000年前、ドナウ河畔の陣営で、疫病と蛮族に囲まれながら書かれた言葉。それが今、東京のオフィスビルで、私たちの心に響いています。,0.610
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-049-NA.mp3,497.946,4.128,NA,NA,夜空を見上げると、オリオン座が輝いています。,0.438
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-050-NA.mp3,502.512,11.568,NA,NA,古代ギリシャの哲人、中国の賢者、ローマの皇帝、そして現代の科学者。彼らは時代を超えて、同じ星を指差している。,0.566
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-051-NA.mp3,514.646,9.624,NA,NA,変えられないものを受け入れる勇気。変えられるものを変える知恵。そして、その違いを見分ける明晰さ。,0.542
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-052-NA.mp3,524.812,13.536,NA,NA,知識の星座は、見る人によって違う物語を紡ぎます。でも確かに言えるのは、どんな時代の知恵も、今この瞬間のあなたのために輝いているということ。,0.626
/Users/hiroshikodera/repos/_active/tools/davinciauto/projects/OrionEp3/サウンド類/Narration/OrionEp3-053-NA.mp3,538.974,8.568,NA,NA,明日もまた、新しい困難が待っているでしょう。でも今度は、2000年分の智慧を道連れに。,0.522
